12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
8144.7 3.489 3.845
8143.5 50.837 56.022
8143.4 50.839 56.025
8130.5 51.666 56.936
8128.7 52.362 57.703
8128.4 52.364 57.705
8119.4 52.423 57.770
8117.3 53.088 58.503
8114.0 53.150 58.571
8111.9 53.295 58.731
8099.1 54.044 59.556
8088.4 54.247 59.780
8085.5 54.301 59.840
8076.7 54.303 59.842
8074.9 54.623 60.195
8073.1 56.266 62.005
8069.1 56.270 62.010
8066.8 56.272 62.012
8066.7 57.197 63.031
8053.2 57.299 63.143
8051.7 57.636 63.515
8047.0 57.640 63.519
8046.8 58.311 64.259
8046.6 58.313 64.261
8041.3 58.398 64.355
8039.8 58.848 64.850
8039.5 58.851 64.854
8038.5 59.297 65.345
8037.9 59.300 65.349
8036.4 61.397 67.659
8036.2 65.835 72.550
8035.9 65.913 72.636
8034.6 66.981 73.813
8029.0 69.728 76.840
8024.8 84.161 92.745
8019.2 84.175 92.761
8018.0 84.188 92.775
8013.4 84.217 92.807
8012.6 88.405 97.422
8012.0 90.086 99.275
8010.4 90.087 99.276
8009.8 93.972 103.557
8009.2 96.190 106.001
8008.6 97.233 107.151
8005.7 98.902 108.990
8003.2 102.714 113.191
7999.7 103.851 114.444
7997.6 105.591 116.361
7995.8 120.636 132.941
7995.5 122.246 134.715
7994.9 124.762 137.488
7994.8 126.335 139.221
7991.9 126.455 139.353
7990.2 126.460 139.359
7989.1 143.625 158.275
7986.5 149.421 164.662
7985.0 218.182 240.437
7983.8 219.285 241.652
7981.4 219.297 241.665
7981.0 219.331 241.703
7979.7 223.313 246.091
7978.9 224.293 247.171
7978.7 225.570 248.578
7976.1 225.583 248.592
7975.9 227.199 250.373
7973.8 227.695 250.920
7973.0 227.753 250.984
7972.8 228.409 251.707
7972.5 229.177 252.553
7970.1 229.214 252.594
7969.8 232.503 256.218
7969.5 236.069 260.148
7969.2 519.591 572.589
7968.8 522.644 575.954
7968.7 3186.986 3512.059
7968.2 3187.970 3513.143
7967.0 3187.977 3513.151
7966.7 3191.143 3516.640
7965.1 3191.155 3516.653
7964.8 3194.679 3520.536
7964.4 3196.951 3523.040
7962.2 3200.490 3526.940
7957.5 3217.102 3545.246
7956.5 3218.236 3546.496
7956.2 3218.267 3546.530
7955.8 3228.176 3557.450
Primal Integral: 0.4151374836
