12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
16518.0 1.534 1.690
16515.4 1.535 1.692
16513.5 1.545 1.703
16494.5 1.553 1.711
16492.3 1.554 1.713
16490.2 1.556 1.715
16489.3 1.561 1.720
16488.9 1.563 1.722
16472.6 1.582 1.743
16471.0 1.596 1.759
16464.8 1.659 1.828
16446.9 1.683 1.855
16442.3 1.689 1.861
16440.0 1.781 1.963
16423.5 1.792 1.975
16422.4 1.824 2.010
16420.5 1.826 2.012
16420.4 1.893 2.086
16418.1 2.056 2.266
16417.9 2.071 2.282
16416.1 2.092 2.305
16414.7 2.164 2.385
16409.5 2.184 2.407
16407.4 2.262 2.493
16407.3 2.263 2.494
16406.9 2.265 2.496
16406.8 2.305 2.540
16404.8 2.322 2.559
16404.1 2.328 2.565
16403.8 2.341 2.580
16403.5 2.342 2.581
16402.2 2.351 2.591
16399.7 2.371 2.613
16398.3 2.404 2.649
16396.0 2.410 2.656
16394.9 2.432 2.680
16394.6 2.517 2.774
16393.9 2.593 2.857
16381.6 2.669 2.941
16376.5 2.670 2.942
16360.6 2.699 2.974
16356.4 2.714 2.991
16349.3 2.717 2.994
16349.0 2.722 3.000
16348.0 2.725 3.003
16346.1 2.744 3.024
16342.1 2.763 3.045
16340.9 2.791 3.076
16336.1 2.828 3.116
16334.8 2.895 3.190
16334.7 2.896 3.191
16334.0 2.907 3.204
16333.7 2.908 3.205
16333.5 2.944 3.244
16333.3 2.945 3.245
16330.9 2.963 3.265
16330.4 2.997 3.303
16329.0 2.998 3.304
16326.9 3.071 3.384
16319.2 3.117 3.435
16316.7 3.189 3.514
16316.3 3.202 3.529
16316.2 3.204 3.531
16315.5 3.220 3.548
16314.8 3.420 3.769
16306.9 3.437 3.788
16306.0 3.482 3.837
16302.9 3.743 4.125
16296.3 4.033 4.444
16296.2 4.068 4.483
16290.7 4.201 4.630
16287.3 4.227 4.658
16287.0 4.333 4.775
16286.8 4.335 4.777
16285.4 4.398 4.847
16283.9 4.402 4.851
16276.8 4.452 4.906
16276.4 4.469 4.925
16275.8 4.479 4.936
16275.6 4.492 4.950
16274.5 4.588 5.056
16274.1 4.600 5.069
16273.7 4.895 5.394
16273.4 4.977 5.485
16262.4 5.055 5.571
16262.2 5.065 5.582
16259.7 5.164 5.691
16250.9 5.340 5.885
16246.3 5.694 6.275
16243.5 6.006 6.619
16240.7 6.152 6.780
16239.7 6.293 6.935
16239.6 6.369 7.019
16238.5 6.474 7.134
16238.2 6.499 7.162
16235.3 6.535 7.202
16235.2 6.730 7.416
16233.6 6.853 7.552
16231.0 7.028 7.745
16225.0 7.317 8.063
16224.0 7.641 8.420
16222.0 7.648 8.428
16221.9 7.729 8.517
16221.8 8.004 8.820
16189.6 34.924 38.486
16188.6 41.165 45.364
16188.3 41.683 45.935
16179.6 42.097 46.391
16175.7 42.437 46.766
16174.5 42.526 46.864
16171.3 43.269 47.682
16169.4 43.433 47.863
16168.6 43.626 48.076
16157.3 43.639 48.090
16157.2 43.842 48.314
16153.2 43.876 48.351
16150.8 44.302 48.821
16150.6 44.420 48.951
16150.5 44.432 48.964
16150.4 44.465 49.000
16140.0 44.477 49.014
16138.4 44.478 49.015
16134.0 44.672 49.229
16132.0 44.805 49.375
16130.6 45.080 49.678
16129.7 45.257 49.873
16129.3 45.259 49.875
16129.0 45.323 49.946
16127.2 45.328 49.951
16126.6 45.333 49.957
16126.3 45.380 50.009
16113.7 45.382 50.011
16112.9 45.473 50.111
16106.9 45.477 50.116
16101.3 45.484 50.123
16101.1 45.555 50.202
16099.4 45.557 50.204
16099.2 45.743 50.409
16098.4 45.760 50.428
16097.0 46.548 51.296
16092.2 46.558 51.307
16090.8 46.752 51.521
16090.6 46.831 51.608
16090.5 47.315 52.141
16088.9 47.331 52.159
16085.5 47.441 52.280
16071.9 48.202 53.119
16065.4 48.504 53.451
16062.9 49.398 54.437
16061.9 49.896 54.985
16061.8 50.331 55.465
16061.7 50.348 55.483
16061.5 50.388 55.528
16061.3 50.448 55.594
16060.4 50.459 55.606
16057.7 50.466 55.614
16054.2 50.567 55.725
16048.3 50.575 55.734
16045.0 50.677 55.846
16044.8 50.694 55.865
16044.1 51.105 56.318
16040.1 51.183 56.404
16039.9 51.241 56.468
16038.2 52.106 57.421
16036.5 52.550 57.910
16036.1 52.968 58.371
16033.3 55.343 60.988
16026.2 55.345 60.990
16025.5 55.702 61.384
16024.7 58.236 64.176
16023.7 58.363 64.316
16022.3 58.515 64.484
16021.4 58.560 64.533
16019.6 58.675 64.660
16019.5 58.795 64.792
16018.7 60.443 66.608
16018.6 60.466 66.634
16018.4 60.505 66.677
16017.8 60.744 66.940
16017.5 60.758 66.955
16016.0 61.872 68.183
16015.8 61.937 68.255
16014.6 61.969 68.290
16014.4 65.940 72.666
16014.1 65.996 72.728
16013.9 121.963 134.403
16013.8 121.993 134.436
16013.0 122.194 134.658
16012.7 131.415 144.819
16011.9 131.425 144.830
16011.1 131.426 144.831
16010.6 131.428 144.834
16004.2 131.429 144.835
16003.9 132.985 146.549
16002.5 133.300 146.897
16002.2 133.302 146.899
16000.5 133.809 147.458
16000.2 134.655 148.390
15998.7 142.322 156.839
15998.0 147.863 162.945
15997.2 153.159 168.781
15997.1 162.303 178.858
15996.9 162.445 179.014
15995.5 162.483 179.056
15995.4 162.583 179.166
15995.0 165.066 181.903
15994.9 165.286 182.145
15992.3 185.938 204.904
15991.7 191.691 211.243
15990.8 232.350 256.050
15982.1 233.413 257.221
15981.5 668.318 736.486
15981.0 709.431 781.793
15979.6 715.049 787.984
15973.7 748.020 824.318
15966.3 748.022 824.320
15966.1 752.754 829.535
15965.2 776.213 855.387
15964.1 795.691 876.851
15963.7 795.895 877.076
15963.0 796.319 877.544
15961.6 796.645 877.903
15961.4 830.214 914.896
15958.9 833.669 918.703
15957.8 837.790 923.245
15957.5 858.975 946.590
15957.1 867.725 956.233
15950.7 872.427 961.415
15950.6 890.224 981.027
15950.4 890.278 981.086
15950.3 890.404 981.225
15939.4 890.406 981.227
15930.4 890.408 981.230
15929.8 890.441 981.266
15927.6 890.718 981.571
15927.2 890.888 981.759
15926.0 924.563 1018.868
15924.8 961.948 1060.067
15923.2 961.981 1060.103
15922.7 1231.205 1356.788
15920.9 1231.949 1357.608
15919.3 1231.965 1357.625
15916.9 1523.852 1679.285
15915.5 1582.110 1743.485
15913.9 1635.129 1801.912
15912.8 1638.389 1805.505
15910.3 1900.570 2094.428
15909.9 1934.818 2132.169
15909.6 1937.016 2134.592
15909.0 1937.540 2135.169
15907.4 1939.023 2136.803
15900.3 1940.415 2138.337
15893.7 2078.694 2290.721
15893.6 2080.887 2293.137
15893.4 2084.955 2297.620
15892.6 2087.896 2300.861
15890.4 2099.917 2314.109
15888.7 2100.332 2314.566
15887.0 2103.753 2318.336
15886.7 2110.672 2325.961
15886.4 2158.735 2378.926
15882.7 2158.865 2379.069
15880.3 2292.200 2526.004
15879.0 2513.663 2770.057
15875.0 2515.049 2771.584
15874.1 2569.134 2831.186
15871.6 2687.732 2961.881
15868.5 2742.398 3022.123
15865.7 2754.852 3035.847
15865.6 2759.111 3040.540
15864.2 2804.909 3091.010
15863.9 2805.649 3091.825
15856.8 2810.726 3097.420
15855.1 2991.262 3296.371
15853.8 2991.300 3296.413
15853.7 2991.743 3296.901
15852.4 2992.447 3297.677
15850.9 3077.292 3391.176
15849.4 3092.934 3408.413
15848.6 3123.145 3441.706
15848.3 3123.675 3442.290
15847.6 3123.887 3442.523
15840.4 3127.987 3447.042
Primal Integral: 0.9320164278
