12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
16445.0 1.311 1.445
16444.6 1.314 1.448
16441.8 1.331 1.467
16440.5 1.420 1.565
16436.0 1.464 1.613
16428.5 1.474 1.624
16428.1 1.503 1.656
16419.6 1.520 1.675
16417.5 1.580 1.741
16417.3 1.734 1.911
16414.0 1.765 1.945
16413.9 1.767 1.947
16412.9 1.771 1.952
16409.3 2.183 2.406
16406.4 2.221 2.448
16398.6 2.284 2.517
16395.1 2.304 2.539
16393.2 2.588 2.852
16391.5 2.683 2.957
16391.1 2.699 2.974
16387.1 2.740 3.019
16387.0 2.812 3.099
16386.8 2.839 3.129
16386.6 2.856 3.147
16384.1 2.857 3.148
16380.2 2.900 3.196
16379.1 2.982 3.286
16377.8 3.046 3.357
16368.7 3.114 3.432
16366.8 3.147 3.468
16366.5 3.184 3.509
16361.3 3.232 3.562
16360.8 3.377 3.721
16359.2 3.430 3.780
16354.1 3.588 3.954
16353.9 3.648 4.020
16339.2 3.735 4.116
16338.9 3.766 4.150
16335.5 3.768 4.152
16334.8 3.826 4.216
16333.3 3.866 4.260
16331.4 3.988 4.395
16331.3 4.110 4.529
16328.9 4.181 4.607
16328.5 4.182 4.609
16328.3 4.199 4.627
16327.0 4.200 4.628
16326.0 4.203 4.632
16324.7 4.205 4.634
16322.9 4.212 4.642
16322.8 4.298 4.736
16320.3 4.495 4.953
16303.7 4.626 5.098
16289.5 4.628 5.100
16286.9 4.644 5.118
16286.0 4.782 5.270
16282.7 4.799 5.288
16276.6 4.848 5.342
16267.0 4.890 5.389
16265.0 5.247 5.782
16264.6 5.317 5.859
16258.0 5.329 5.873
16252.5 5.366 5.913
16247.4 5.368 5.916
16234.2 5.403 5.954
16234.1 5.583 6.152
16229.6 5.638 6.213
16228.6 5.846 6.442
16228.5 5.889 6.490
16228.0 6.061 6.679
16217.8 6.074 6.694
16217.2 6.121 6.745
16216.5 6.275 6.915
16214.3 13.614 15.003
16214.1 13.620 15.009
16212.9 13.626 15.016
16211.7 13.739 15.140
16210.7 13.744 15.146
16205.5 13.777 15.182
16205.2 13.791 15.198
16205.1 13.841 15.253
16204.1 13.900 15.318
16186.8 13.910 15.329
16184.4 13.957 15.381
16182.9 13.959 15.383
16181.4 13.960 15.384
16177.8 13.999 15.427
16177.6 14.011 15.440
16176.7 14.028 15.459
16175.9 14.106 15.545
16175.8 14.132 15.573
16175.0 14.181 15.627
16173.9 14.213 15.663
16166.5 14.258 15.712
16166.4 14.289 15.746
16165.7 14.297 15.755
16160.4 14.329 15.791
16159.0 14.347 15.810
16156.3 14.354 15.818
16154.1 14.366 15.831
16150.7 14.368 15.834
16137.7 14.374 15.840
16137.2 14.397 15.865
16121.5 14.398 15.867
16114.9 14.460 15.935
16113.9 14.463 15.938
16112.7 14.492 15.970
16112.4 14.587 16.075
16110.0 14.646 16.140
16108.6 14.971 16.498
16108.5 14.995 16.524
16108.0 15.035 16.569
16107.7 15.144 16.689
16107.4 15.542 17.127
16107.3 15.690 17.290
16106.0 15.699 17.300
16104.6 15.775 17.384
16098.5 15.998 17.630
16095.6 16.000 17.632
16091.6 16.337 18.003
16085.8 16.345 18.012
16083.4 16.362 18.031
16083.2 16.450 18.128
16080.3 16.675 18.376
16077.2 17.010 18.745
16070.8 31.746 34.984
16070.7 31.822 35.068
16066.7 32.001 35.265
16058.0 32.297 35.591
16057.5 32.300 35.595
16057.1 32.395 35.699
16051.9 32.565 35.887
16051.2 32.587 35.911
16047.5 44.037 48.529
16047.4 44.125 48.626
16045.4 44.146 48.649
16044.5 49.226 54.247
16044.1 49.264 54.289
16043.2 49.267 54.292
16042.4 49.638 54.701
16041.2 51.555 56.814
16038.9 54.664 60.240
16037.6 62.086 68.419
16032.5 62.095 68.429
16031.6 64.373 70.939
16031.1 65.936 72.661
16030.4 66.004 72.736
16030.2 66.981 73.813
16028.0 70.069 77.216
16025.2 70.115 77.267
16008.6 113.915 125.534
16007.3 115.186 126.935
16005.6 116.520 128.405
16004.8 119.792 132.011
16001.1 133.390 146.996
15995.5 133.393 146.999
15992.7 134.734 148.477
15990.2 134.930 148.693
15980.7 137.406 151.421
15975.9 138.886 153.052
15975.8 139.067 153.252
15972.6 140.396 154.716
15968.8 140.400 154.721
15960.8 140.401 154.722
15959.6 140.403 154.724
15958.1 146.614 161.569
15956.0 146.615 161.570
15955.4 146.862 161.842
15951.7 147.144 162.153
15951.1 151.349 166.787
15950.4 151.396 166.838
15947.4 151.773 167.254
15942.6 151.779 167.260
15936.3 152.275 167.807
15932.0 152.276 167.808
15931.2 152.278 167.810
15930.9 152.287 167.820
15930.4 152.302 167.837
15929.8 152.357 167.897
15929.0 152.452 168.002
15928.9 152.453 168.003
15928.3 152.516 168.073
15926.8 152.678 168.251
15925.4 152.938 168.538
15923.9 152.993 168.598
15923.0 153.060 168.672
15912.2 153.238 168.868
15909.5 153.240 168.870
15905.2 153.769 169.453
15904.0 168.776 185.991
15900.4 171.626 189.132
15900.3 174.781 192.609
15900.2 181.977 200.539
15899.8 196.390 216.422
15894.3 196.426 216.461
15892.2 197.375 217.507
15891.9 197.696 217.861
15890.8 198.701 218.969
15890.7 199.444 219.787
15889.8 205.671 226.649
15889.4 208.384 229.639
15886.0 215.082 237.020
15882.0 218.447 240.729
15879.0 224.528 247.430
15875.0 224.873 247.810
15872.9 224.887 247.825
15872.8 241.612 266.256
15872.0 244.218 269.128
15870.1 254.901 280.901
15867.7 254.929 280.932
15867.1 258.006 284.323
15865.4 260.584 287.164
15863.1 260.607 287.189
15862.9 260.639 287.224
15862.0 260.644 287.230
15860.0 260.664 287.252
15859.7 274.335 302.317
15857.0 275.005 303.056
15856.2 276.346 304.533
15855.5 277.424 305.721
15854.9 278.038 306.398
15854.8 278.307 306.694
15848.3 283.852 312.805
15847.6 290.811 320.474
15846.7 310.829 342.534
15846.0 320.857 353.584
15845.3 321.257 354.025
15843.8 328.316 361.804
15842.2 335.795 370.046
15840.2 338.041 372.521
15835.4 364.222 401.373
15835.0 366.707 404.111
15833.0 367.478 404.961
15832.5 374.521 412.722
15831.7 374.522 412.723
15827.4 374.562 412.767
15824.3 374.577 412.784
15819.0 383.199 422.285
15818.6 397.807 438.383
15816.5 419.597 462.396
15815.4 430.931 474.886
15815.3 445.572 491.020
15814.7 503.941 555.343
15809.4 512.316 564.572
15808.8 512.578 564.861
15808.7 514.352 566.816
15808.5 514.358 566.823
15803.8 514.365 566.830
15803.6 540.377 595.495
15802.5 545.439 601.074
15801.3 552.741 609.121
15796.9 552.907 609.304
15794.1 553.505 609.963
15792.6 554.997 611.607
15792.5 554.999 611.609
15791.2 563.950 621.473
15784.4 574.034 632.585
15779.1 600.550 661.806
15778.2 600.611 661.873
15777.5 620.380 683.659
15777.4 620.415 683.697
15777.3 633.537 698.158
15775.6 706.511 778.575
15775.1 706.885 778.987
15774.6 706.888 778.991
15774.1 707.793 779.988
15773.5 708.454 780.716
15773.4 746.028 822.123
15772.9 746.736 822.903
15772.7 754.786 831.774
15772.6 781.847 861.595
15772.5 781.951 861.710
15772.1 781.996 861.760
15771.0 782.426 862.233
15763.9 782.481 862.294
15763.4 783.322 863.221
15762.3 783.819 863.769
15762.2 783.955 863.918
15761.7 783.959 863.923
15760.8 785.338 865.442
15760.6 785.339 865.444
15760.2 791.521 872.256
15759.3 795.103 876.204
15758.8 824.125 908.186
15758.3 850.034 936.737
15757.7 851.866 938.756
15757.6 852.042 938.950
15757.5 879.872 969.619
15757.4 1003.681 1106.056
15757.2 1014.926 1118.448
15754.5 1040.529 1146.663
15752.9 1059.806 1167.906
15752.4 1089.195 1200.293
15751.1 1089.212 1200.312
15745.6 1117.236 1231.194
15745.1 1231.295 1356.887
15744.8 1238.933 1365.304
15744.2 1280.089 1410.658
15743.9 1281.535 1412.252
15742.8 1283.470 1414.384
15742.1 1290.387 1422.006
15741.7 1335.539 1471.764
15741.2 1343.504 1480.541
15740.6 1372.692 1512.707
15740.1 1372.716 1512.733
15739.9 1402.285 1545.318
15731.8 1410.576 1554.455
15728.5 1412.321 1556.378
15727.9 1450.296 1598.226
15727.3 1476.297 1626.879
15727.1 1481.053 1632.120
15721.1 1507.256 1660.996
15718.4 1509.321 1663.272
15715.0 1509.339 1663.292
15714.9 1533.208 1689.595
15714.2 1538.259 1695.161
15710.4 1582.435 1743.843
15709.3 1629.273 1795.459
15707.8 1629.435 1795.637
15706.9 1630.515 1796.828
15703.8 1918.062 2113.704
15703.6 1920.057 2115.903
15702.9 1920.062 2115.908
15702.5 1945.791 2144.262
15695.6 2732.362 3011.063
15694.2 2732.364 3011.065
Primal Integral: 0.8550918879
