12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
19248.4 2.989 3.294
19247.6 3.047 3.358
19245.2 3.159 3.481
19238.6 3.193 3.519
19238.5 3.344 3.685
19238.2 3.355 3.697
19237.5 3.425 3.774
19235.5 3.482 3.837
19235.4 3.615 3.984
19231.8 3.635 4.006
19230.9 3.760 4.144
19208.8 4.157 4.581
19208.5 4.487 4.945
19196.5 4.625 5.097
19190.0 4.627 5.099
19188.2 4.641 5.114
19185.1 4.683 5.161
19179.7 4.687 5.165
19167.5 4.871 5.368
19167.0 4.878 5.376
19166.1 4.979 5.487
19164.5 5.096 5.616
19159.5 5.112 5.633
19157.5 5.140 5.664
19154.6 5.205 5.736
19154.1 5.225 5.758
19141.3 5.237 5.771
19138.7 5.245 5.780
19138.6 5.279 5.817
19133.2 5.318 5.860
19131.6 5.337 5.881
19125.1 5.682 6.262
19119.1 5.699 6.280
19118.4 5.728 6.312
19116.0 5.758 6.345
19115.7 5.761 6.349
19115.5 5.795 6.386
19115.2 15.933 17.558
19113.5 15.975 17.604
19109.8 27.357 30.147
19098.1 27.459 30.260
19091.8 27.515 30.322
19090.6 31.707 34.941
19086.3 32.062 35.332
19086.2 32.119 35.395
19085.9 32.123 35.400
19083.2 32.303 35.598
19081.9 32.491 35.805
19080.4 32.574 35.897
19080.2 32.785 36.129
19079.6 35.264 38.861
19076.7 35.392 39.002
19073.7 35.395 39.005
19070.8 35.470 39.088
19067.9 35.510 39.132
19067.8 35.771 39.420
19048.0 36.249 39.946
19041.1 36.286 39.987
19034.1 36.461 40.180
19022.2 36.549 40.277
19018.8 36.744 40.492
19018.1 36.913 40.678
19011.5 37.009 40.784
19009.9 37.452 41.272
19008.2 37.831 41.690
19003.3 37.837 41.696
19003.2 38.275 42.179
19001.8 38.379 42.294
18996.1 38.445 42.366
18993.7 38.446 42.367
18993.5 38.570 42.504
18992.6 38.577 42.512
18992.3 38.591 42.527
18981.8 38.747 42.699
18981.6 38.796 42.753
18979.3 38.798 42.755
18978.3 38.864 42.828
18978.1 38.900 42.868
18971.7 38.930 42.901
18971.0 38.964 42.938
18956.2 39.422 43.443
18955.5 39.545 43.579
18953.7 39.661 43.706
18953.0 39.760 43.816
18941.9 39.775 43.832
18939.5 40.608 44.750
18938.9 40.614 44.757
18937.7 41.768 46.028
18934.5 42.079 46.371
18934.4 43.491 47.927
18932.9 44.350 48.874
18928.1 71.371 78.651
18925.8 71.600 78.903
18925.4 71.604 78.908
18912.9 71.622 78.927
18910.6 71.735 79.052
18909.6 72.401 79.786
18905.1 72.408 79.794
18901.4 72.425 79.812
18900.4 72.596 80.001
18896.7 73.055 80.507
18892.3 73.163 80.626
18889.4 73.174 80.638
18888.8 73.374 80.858
18888.7 73.383 80.868
18888.0 73.666 81.180
18887.9 73.914 81.453
18887.5 73.915 81.454
18887.4 74.462 82.057
18885.3 74.486 82.084
18885.0 74.635 82.248
18881.5 74.889 82.528
18878.5 75.349 83.035
18874.3 75.457 83.154
18870.6 75.508 83.210
18867.4 76.457 84.256
18867.2 77.432 85.330
18850.4 77.453 85.353
18850.2 78.161 86.133
18849.0 78.880 86.926
18844.1 79.264 87.349
18840.0 79.576 87.693
18839.8 79.806 87.946
18829.9 79.937 88.091
18828.5 80.196 88.376
18827.7 80.376 88.574
18827.6 80.393 88.593
18827.0 80.442 88.647
18826.5 80.541 88.756
18825.7 80.701 88.933
18822.5 82.117 90.493
18818.8 83.163 91.646
18818.6 83.275 91.769
18815.6 83.276 91.770
18815.4 84.090 92.667
18814.9 84.574 93.201
18813.5 85.887 94.647
18807.9 86.258 95.056
18803.0 86.429 95.245
18801.9 86.431 95.247
18799.2 89.056 98.140
18792.9 89.909 99.080
18790.4 92.577 102.020
18788.7 92.595 102.040
18786.4 92.604 102.050
18786.2 92.649 102.099
18783.2 92.873 102.346
18781.6 92.917 102.395
18766.0 92.967 102.450
18765.3 93.060 102.552
18762.4 94.210 103.819
18759.6 99.507 109.657
18757.7 99.694 109.863
18750.0 110.387 121.646
18748.4 112.098 123.532
18747.9 112.195 123.639
18745.3 112.903 124.419
18745.1 114.543 126.226
18744.1 114.547 126.231
18743.3 117.645 129.645
18742.2 117.683 129.687
18739.5 118.454 130.536
18738.3 127.615 140.632
18736.3 127.724 140.752
18735.6 127.823 140.861
18734.5 170.708 188.120
18734.0 170.895 188.326
18733.7 170.937 188.373
18730.0 171.782 189.304
18729.5 175.612 193.524
18729.3 175.919 193.863
18712.2 176.686 194.708
18710.9 178.081 196.245
18710.7 178.101 196.267
18708.1 179.224 197.505
18706.9 179.690 198.018
18706.8 183.070 201.743
18702.5 186.046 205.023
18700.5 186.305 205.308
18699.3 186.357 205.365
18696.7 187.841 207.001
18693.3 194.658 214.513
18693.2 199.246 219.569
18690.4 212.274 233.926
18688.7 212.372 234.034
18688.5 212.394 234.058
18688.0 215.551 237.537
18687.7 226.792 249.925
18687.5 226.985 250.137
18687.4 228.322 251.611
18687.2 232.003 255.667
18684.1 232.060 255.730
18678.2 235.468 259.486
18670.7 304.670 335.746
18670.5 306.213 337.447
18664.2 320.562 353.259
18658.7 863.600 951.687
18658.6 871.989 960.932
18654.8 874.941 964.185
18653.2 876.323 965.708
18649.1 879.363 969.058
18648.3 881.767 971.707
18647.1 881.784 971.726
18643.0 881.789 971.731
18642.0 885.078 975.356
18641.9 886.719 977.164
18640.6 891.900 982.874
18640.3 901.451 993.399
18639.4 901.453 993.401
18639.0 905.594 997.965
18637.7 906.978 999.490
18635.3 919.678 1013.485
18635.1 928.501 1023.208
18634.1 937.813 1033.470
18634.0 940.157 1036.053
18633.5 940.283 1036.192
18630.6 955.025 1052.438
18629.6 1043.739 1150.200
Primal Integral: 0.7637497420
