12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
10738.5 29.255 32.239
10738.2 29.263 32.248
10736.9 29.704 32.734
10735.2 30.786 33.926
10733.1 30.789 33.929
10718.4 30.791 33.932
10718.1 31.622 34.847
10717.9 31.624 34.850
10711.9 31.635 34.862
10711.7 32.507 35.823
10708.2 32.554 35.875
10706.2 32.555 35.876
10699.3 32.638 35.967
10698.8 32.765 36.107
10698.6 32.861 36.213
10695.7 32.905 36.261
10694.7 33.005 36.372
10689.6 33.016 36.384
10683.7 33.299 36.695
10680.6 33.304 36.701
10680.1 33.629 37.059
10680.0 33.650 37.082
10679.9 33.699 37.136
10679.7 33.877 37.332
10679.4 33.900 37.358
10679.0 33.914 37.373
10651.8 33.988 37.455
10648.8 34.102 37.580
10647.4 34.354 37.858
10646.1 34.506 38.026
10645.4 34.518 38.039
10645.1 34.672 38.209
10644.1 34.680 38.217
10643.4 34.681 38.218
10642.0 34.689 38.227
10638.8 35.013 38.584
10638.6 35.074 38.652
10637.5 35.075 38.653
10637.3 35.097 38.677
10636.8 35.100 38.680
10636.5 35.227 38.820
10635.8 35.230 38.823
10635.4 35.412 39.024
10635.3 35.437 39.052
10634.9 35.591 39.221
10631.7 35.592 39.222
10630.9 36.048 39.725
10629.9 36.052 39.729
10628.6 36.068 39.747
10626.3 36.741 40.489
10625.7 36.743 40.491
10618.7 37.563 41.394
10616.9 37.638 41.477
10611.4 37.976 41.850
10605.6 39.515 43.546
10596.0 45.720 50.383
10595.8 45.770 50.439
10594.9 46.636 51.393
10594.8 46.651 51.409
10593.9 48.559 53.512
10593.3 57.007 62.822
10593.1 57.029 62.846
10591.7 57.034 62.851
10590.5 57.039 62.857
10590.4 57.041 62.859
10590.0 57.082 62.904
10589.2 57.089 62.912
10588.4 57.398 63.253
10588.2 57.553 63.423
10587.4 57.606 63.482
10583.1 58.173 64.107
10582.9 58.494 64.460
10578.8 118.061 130.103
10578.5 119.771 131.988
10577.9 119.773 131.990
10577.4 120.162 132.419
10575.2 120.163 132.420
10569.9 121.919 134.355
10567.1 122.439 134.928
10561.7 122.452 134.942
10561.4 122.562 135.063
10560.6 128.198 141.274
10560.2 128.291 141.377
10559.7 129.133 142.305
10558.3 159.063 175.287
10558.1 193.116 212.814
10557.3 193.122 212.820
10557.1 193.135 212.835
10557.0 193.161 212.863
10551.9 351.936 387.833
10551.7 352.136 388.054
10547.8 352.523 388.480
10547.5 354.245 390.378
10544.5 354.276 390.412
10544.2 354.582 390.749
10543.7 354.589 390.757
10543.4 354.762 390.948
10542.4 357.797 394.292
10542.3 359.613 396.294
10541.6 463.902 511.220
10541.1 465.627 513.121
10540.2 563.665 621.159
10530.3 566.381 624.152
10523.7 566.382 624.153
10523.3 567.523 625.410
10522.9 569.933 628.066
10522.4 569.935 628.068
10520.7 574.368 632.954
10520.5 582.236 641.624
10519.5 582.471 641.883
10516.7 685.909 755.872
10516.4 685.910 755.873
10515.3 686.651 756.689
10506.8 686.965 757.035
10506.0 687.675 757.818
10505.1 688.574 758.809
10501.2 689.038 759.320
10500.8 696.139 767.145
10500.4 863.482 951.557
10499.6 864.790 952.999
10499.5 865.046 953.281
10498.7 865.199 953.449
10498.4 865.345 953.610
10496.6 865.358 953.625
10496.3 866.171 954.520
10495.9 868.726 957.336
Primal Integral: 0.5242738253
