12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
19993.4 4.418 4.869
19984.1 7.807 8.603
19983.9 7.836 8.635
19982.3 7.868 8.671
19979.0 7.988 8.803
19977.8 8.062 8.884
19975.1 8.181 9.015
19968.3 8.200 9.036
19968.2 8.234 9.074
19967.8 8.271 9.115
19966.6 8.283 9.128
19965.8 8.301 9.148
19965.7 8.339 9.190
19962.6 8.366 9.219
19956.5 8.588 9.464
19947.4 8.616 9.495
19943.8 28.177 31.051
19943.3 28.288 31.173
19940.7 28.307 31.194
19936.9 28.312 31.200
19936.4 28.365 31.258
19931.4 28.369 31.263
19927.4 28.477 31.382
19926.4 28.591 31.507
19926.0 28.620 31.539
19925.5 30.650 33.776
19924.2 30.672 33.801
19921.4 31.424 34.629
19920.8 31.442 34.649
19920.1 31.467 34.677
19919.8 31.496 34.709
19917.3 31.929 35.186
19917.0 32.604 35.930
19913.4 32.605 35.931
19906.6 32.652 35.983
19906.3 32.805 36.151
19905.2 32.859 36.211
19900.6 32.864 36.216
19897.3 32.952 36.313
19891.4 32.972 36.335
19888.7 32.994 36.359
19888.3 33.234 36.624
19886.4 33.235 36.625
19885.2 33.420 36.829
19879.6 33.754 37.197
19878.5 34.082 37.558
19874.9 34.134 37.616
19874.8 34.245 37.738
19873.9 34.377 37.883
19873.3 34.431 37.943
19873.1 34.515 38.036
19872.8 34.723 38.265
19872.6 34.728 38.270
19871.8 34.736 38.279
19871.1 34.823 38.375
19870.8 34.934 38.497
19870.6 34.939 38.503
19870.3 35.351 38.957
19866.3 35.595 39.226
19865.3 35.744 39.390
19864.1 35.804 39.456
19862.9 36.505 40.229
19861.4 36.509 40.233
19861.0 36.758 40.507
19859.8 36.779 40.530
19858.6 37.017 40.793
19858.5 37.054 40.834
19858.1 37.376 41.188
19857.0 37.409 41.225
19851.4 37.423 41.240
19843.6 37.472 41.294
19841.1 37.717 41.564
19840.8 37.722 41.570
19840.7 37.737 41.586
19836.3 38.221 42.120
19835.0 38.310 42.218
19834.7 38.756 42.709
19834.1 39.454 43.478
19833.6 40.001 44.081
19828.5 41.420 45.645
19828.2 42.388 46.712
19827.0 42.392 46.716
19826.0 42.411 46.737
19823.9 43.892 48.369
19823.1 44.608 49.158
19822.5 44.641 49.194
19820.0 44.680 49.237
19819.3 44.681 49.238
19814.0 44.759 49.324
19812.8 44.828 49.400
19810.6 44.829 49.402
19809.5 44.831 49.404
19804.5 45.356 49.982
19804.1 45.893 50.574
19797.4 46.730 51.496
19796.4 63.092 69.527
19787.4 63.106 69.543
19781.3 66.884 73.706
19775.9 66.886 73.708
19774.9 67.021 73.857
19768.8 67.369 74.241
19763.9 67.370 74.242
19763.2 67.417 74.294
19749.4 67.786 74.700
19748.2 68.478 75.463
19746.2 69.025 76.066
19742.7 69.738 76.851
19740.1 70.033 77.176
19731.0 70.052 77.197
19730.2 72.077 79.429
19725.3 72.078 79.430
19725.0 72.392 79.776
19722.9 72.721 80.139
19722.2 73.191 80.656
19718.8 73.604 81.112
19713.2 73.668 81.182
19711.6 74.233 81.805
19711.5 78.285 86.270
19710.7 79.741 87.875
19710.6 79.906 88.056
19706.2 82.546 90.966
19701.0 82.638 91.067
19697.1 83.312 91.810
19665.6 83.767 92.311
19662.7 84.095 92.673
19658.8 84.732 93.375
19657.3 84.744 93.388
19641.8 84.746 93.390
19638.7 84.939 93.603
19636.3 85.087 93.766
19635.7 85.452 94.168
19632.4 85.547 94.273
19630.8 85.859 94.617
19620.3 85.931 94.696
19620.2 86.478 95.299
19616.1 86.691 95.533
19615.4 88.576 97.611
19615.1 89.187 98.284
19614.8 89.203 98.302
19612.3 89.368 98.484
19610.4 89.562 98.697
19607.2 89.571 98.707
19600.3 89.641 98.784
19583.5 90.467 99.695
19582.1 90.973 100.252
19574.4 91.160 100.458
19574.1 91.397 100.719
19573.5 91.400 100.723
19561.4 91.405 100.728
19560.5 91.623 100.969
19560.2 91.716 101.071
19559.9 91.761 101.121
19557.1 92.030 101.417
19553.7 92.385 101.808
19547.5 92.387 101.810
19539.4 92.419 101.846
19537.0 92.589 102.033
19536.9 92.620 102.067
19536.5 93.050 102.541
19535.9 96.943 106.831
19534.6 97.955 107.946
19525.3 105.054 115.770
19523.4 106.365 117.214
19521.9 118.817 130.936
19521.0 119.307 131.476
19520.2 122.314 134.790
19519.6 123.325 135.904
19519.3 124.278 136.954
19518.7 124.362 137.047
19518.4 124.547 137.251
19517.8 124.879 137.617
19506.3 276.936 305.183
19504.1 286.988 316.261
19502.3 287.007 316.282
19501.9 287.504 316.829
19501.3 293.343 323.264
19501.2 301.895 332.688
19497.4 302.687 333.561
19495.2 303.290 334.226
19494.5 303.849 334.842
19491.2 310.668 342.356
19490.2 317.517 349.904
19485.8 318.322 350.791
19485.0 318.323 350.792
19484.3 318.554 351.047
19483.5 318.563 351.056
19481.2 320.298 352.968
19478.1 320.313 352.985
19477.9 321.832 354.659
19475.4 324.945 358.089
19470.6 327.640 361.059
19464.8 334.139 368.221
19462.9 334.373 368.479
19454.1 334.894 369.053
19450.7 346.678 382.039
19449.4 412.446 454.515
19445.4 745.842 821.918
19440.0 745.847 821.923
19439.1 745.885 821.965
19436.7 853.483 940.538
19435.8 855.078 942.296
19432.6 856.526 943.892
19429.0 857.347 944.796
19421.5 863.249 951.300
19419.1 868.301 956.868
19418.7 875.291 964.571
19414.7 875.830 965.165
19413.8 1245.035 1372.029
19413.6 1245.056 1372.052
Primal Integral: 0.6881925553
