12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
17896.6 2.232 2.460
17895.4 2.272 2.504
17894.3 2.356 2.596
17891.5 2.436 2.684
17884.7 2.468 2.720
17883.9 2.481 2.734
17880.3 2.520 2.777
17880.2 2.522 2.779
17871.3 2.523 2.780
17857.7 2.592 2.856
17849.6 2.656 2.927
17847.9 2.669 2.941
17842.7 2.730 3.008
17838.4 2.754 3.035
17833.6 2.810 3.097
17832.7 2.836 3.125
17831.0 2.932 3.231
17829.0 3.025 3.334
17828.6 3.034 3.343
17827.0 3.084 3.399
17826.8 3.123 3.442
17826.7 3.133 3.453
17823.9 3.157 3.479
17821.0 3.167 3.490
17815.0 3.305 3.642
17813.8 3.338 3.678
17809.9 3.394 3.740
17804.0 3.395 3.741
17802.7 3.410 3.758
17802.4 3.527 3.887
17798.8 3.568 3.932
17798.4 3.591 3.957
17798.2 3.648 4.020
17797.1 3.649 4.021
17793.2 3.654 4.027
17793.1 3.657 4.030
17792.0 3.661 4.034
17791.2 3.662 4.036
17788.4 3.746 4.128
17786.4 3.792 4.179
17785.9 3.826 4.216
17783.3 3.916 4.315
17783.1 3.973 4.378
17782.7 4.061 4.475
17781.0 4.068 4.483
17779.3 4.106 4.525
17770.5 4.149 4.572
17770.4 4.171 4.596
17769.1 4.239 4.671
17764.4 4.241 4.674
17763.6 4.513 4.973
17758.3 4.523 4.984
17758.2 4.655 5.130
17757.8 5.003 5.513
17757.5 5.167 5.694
17756.5 5.174 5.702
17756.3 5.193 5.723
17754.7 5.415 5.967
17748.2 5.722 6.306
17748.0 5.741 6.327
17732.3 5.788 6.378
17703.0 5.891 6.492
17702.0 6.357 7.005
17701.8 8.397 9.253
17701.3 8.400 9.257
17701.2 8.494 9.360
17701.0 8.519 9.388
17700.6 8.547 9.419
17691.1 8.580 9.455
17689.8 8.608 9.486
17685.5 8.621 9.500
17684.1 8.649 9.531
17681.2 8.815 9.714
17680.6 8.828 9.728
17677.1 8.871 9.776
17677.0 8.881 9.787
17672.5 8.967 9.882
17653.7 9.020 9.940
17653.3 9.030 9.951
17642.5 9.045 9.968
17632.0 9.072 9.997
17631.0 9.166 10.101
17626.2 9.322 10.273
17626.0 9.345 10.298
17621.3 9.365 10.320
17620.6 9.434 10.396
17618.9 9.531 10.503
17615.8 9.622 10.603
17610.0 9.695 10.684
17606.5 9.824 10.826
17601.7 9.827 10.829
17590.5 9.830 10.833
17580.9 9.831 10.834
17580.7 9.923 10.935
17579.9 9.944 10.958
17571.1 9.983 11.001
17570.2 9.993 11.012
17568.6 10.003 11.023
17567.8 10.068 11.095
17564.3 10.178 11.216
17562.8 10.753 11.850
17551.9 10.759 11.856
17550.0 10.874 11.983
17548.4 10.889 12.000
17547.6 10.932 12.047
17545.7 10.966 12.085
17543.8 11.023 12.147
17542.8 11.151 12.288
17540.1 11.308 12.461
17539.6 11.345 12.502
17538.8 11.661 12.850
17537.7 11.923 13.139
17536.8 12.243 13.492
17536.4 12.345 13.604
17533.5 18.701 20.609
17531.0 18.772 20.687
17530.9 18.795 20.712
17527.7 18.914 20.843
17527.6 18.921 20.851
17526.4 18.993 20.930
17515.3 19.122 21.072
17515.1 19.169 21.124
17514.3 19.220 21.180
17513.8 19.222 21.183
17513.2 19.231 21.193
17506.8 19.240 21.202
17501.8 19.273 21.239
17499.8 19.352 21.326
17499.7 19.385 21.362
17499.6 19.846 21.870
17496.3 20.106 22.157
17482.5 20.383 22.462
17481.0 20.695 22.806
17476.3 20.714 22.827
17471.6 51.814 57.099
17467.7 52.015 57.321
17466.6 52.039 57.347
17465.9 52.652 58.023
17465.0 53.535 58.996
17463.0 54.628 60.200
17459.4 54.674 60.251
17458.6 54.746 60.330
17458.0 54.751 60.336
17457.3 55.019 60.631
17455.8 55.191 60.820
17454.1 55.198 60.828
17453.3 56.865 62.665
17452.1 57.678 63.561
17451.9 57.695 63.580
17449.2 57.758 63.649
17442.4 57.839 63.739
17441.5 57.845 63.745
17439.7 57.910 63.817
17439.4 58.646 64.628
17434.5 58.758 64.751
17433.9 59.459 65.524
17433.1 59.943 66.057
17432.8 60.076 66.204
17428.2 60.301 66.452
17427.2 60.410 66.572
17427.0 60.496 66.667
17424.8 60.530 66.704
17422.4 61.581 67.862
17413.5 63.302 69.759
17412.4 63.330 69.790
17411.4 64.332 70.894
17407.8 64.360 70.925
17401.8 64.386 70.953
17393.7 64.393 70.961
17378.0 64.427 70.999
17372.1 64.616 71.207
17367.3 64.640 71.233
17356.2 64.689 71.287
17353.9 64.696 71.295
17352.0 64.814 71.425
17351.4 66.417 73.192
17351.3 67.128 73.975
17345.1 67.656 74.557
17345.0 68.355 75.327
17344.8 68.356 75.328
17344.7 68.381 75.356
17327.2 80.549 88.765
17326.4 81.191 89.472
17326.0 82.414 90.820
17325.4 82.773 91.216
17318.9 83.548 92.070
17317.1 83.746 92.288
17315.0 84.476 93.093
17313.1 84.742 93.386
17313.0 84.743 93.387
17312.3 84.973 93.640
17312.1 84.993 93.662
17311.8 85.090 93.769
17311.3 85.104 93.785
17311.0 85.967 94.736
17310.6 86.125 94.910
17306.1 86.146 94.933
17304.4 86.381 95.192
17304.1 86.382 95.193
17296.0 86.867 95.727
17293.5 86.971 95.842
17293.4 87.072 95.953
17289.3 87.403 96.318
17286.7 87.404 96.319
17275.0 90.245 99.450
17274.4 91.730 101.086
17273.7 94.927 104.610
17267.2 94.970 104.657
17266.8 96.477 106.318
17264.8 96.514 106.358
17255.9 96.516 106.361
17252.1 97.519 107.466
17247.6 98.646 108.708
17245.2 99.567 109.723
17240.2 99.578 109.735
17236.6 101.090 111.401
17234.2 101.555 111.914
17233.5 106.515 117.380
17231.4 108.928 120.039
17231.1 108.932 120.043
17230.5 112.473 123.945
17224.6 112.486 123.960
17224.0 113.281 124.836
17223.5 113.797 125.404
17222.8 116.461 128.340
17222.6 118.405 130.482
17219.7 118.908 131.037
17218.0 119.507 131.697
17216.3 120.313 132.585
17213.2 120.807 133.129
17213.1 125.071 137.828
17212.7 125.161 137.927
17212.5 125.164 137.931
17210.4 144.632 159.384
17210.0 144.637 159.390
17209.4 144.765 159.531
17209.1 254.588 280.556
17199.4 522.198 575.462
17197.0 522.199 575.463
17195.3 686.537 756.564
17195.0 768.775 847.190
17194.9 803.442 885.393
17189.0 810.194 892.834
17183.9 811.877 894.688
17181.2 812.096 894.930
17179.8 816.247 899.504
17176.7 822.722 906.640
17176.0 822.724 906.642
17175.5 823.445 907.436
17175.3 823.463 907.456
17174.0 827.736 912.165
17172.2 827.744 912.174
17167.3 829.082 913.648
17165.4 829.513 914.123
17164.6 832.268 917.159
17154.7 834.839 919.993
17154.4 835.223 920.416
17141.9 835.874 921.133
17137.7 840.612 926.354
17136.5 843.274 929.288
17135.0 846.404 932.737
17134.8 879.119 968.789
17129.3 879.435 969.137
17127.6 879.436 969.138
17120.2 880.285 970.074
17119.9 880.389 970.189
17111.9 880.390 970.190
17106.2 880.393 970.193
17099.3 881.776 971.717
17099.0 884.255 974.449
17096.1 917.483 1011.066
17095.8 917.842 1011.462
17073.8 918.247 1011.908
17069.2 918.249 1011.910
17067.1 919.305 1013.074
17064.9 919.899 1013.729
17064.2 921.803 1015.827
17064.1 921.980 1016.022
17055.9 922.486 1016.580
17055.4 930.238 1025.122
17053.5 962.093 1060.226
17052.7 964.170 1062.515
17050.5 1000.102 1102.112
17050.4 1000.457 1102.504
17048.9 1038.006 1143.883
17048.1 1038.117 1144.005
17047.7 1038.490 1144.416
17047.5 1039.594 1145.633
17047.0 1046.921 1153.707
17046.1 1490.988 1643.069
17045.8 1602.521 1765.978
17045.5 2062.609 2272.995
17043.5 2063.384 2273.849
17042.9 2063.404 2273.871
17040.7 2099.181 2313.297
17039.3 2099.478 2313.625
17039.2 2123.581 2340.186
17038.9 2155.977 2375.887
17037.6 2159.020 2379.240
17035.5 2164.847 2385.661
17035.0 2164.865 2385.681
17031.2 2164.866 2385.682
17029.1 2165.417 2386.290
17028.7 2184.946 2407.810
17028.5 2194.688 2418.546
17028.2 2194.711 2418.572
17028.1 2200.893 2425.384
17027.3 2206.406 2431.459
17023.6 2218.891 2445.218
17021.3 2236.034 2464.109
17021.2 2236.035 2464.111
17019.1 2236.356 2464.464
17018.3 2236.502 2464.625
17017.9 2255.863 2485.961
17016.1 2265.704 2496.806
17015.9 2282.737 2515.576
17015.8 2282.765 2515.607
17015.2 2283.319 2516.218
17014.9 2283.578 2516.503
16999.7 2284.065 2517.040
16997.6 2284.426 2517.437
16996.4 2285.070 2518.147
16996.3 2317.066 2553.407
16996.1 2317.299 2553.663
16996.0 2348.472 2588.016
16995.7 2348.557 2588.110
16992.0 2361.514 2602.388
16991.6 2361.515 2602.390
16990.4 2368.834 2610.455
16990.2 2370.723 2612.537
16989.2 2390.663 2634.511
16989.1 2407.915 2653.522
16989.0 2408.533 2654.203
16988.6 2443.054 2692.246
16986.2 2474.633 2727.046
16985.5 2484.629 2738.061
16985.0 2512.843 2769.153
16984.8 2514.850 2771.365
16979.2 2544.708 2804.268
16979.0 2550.780 2810.960
16978.9 3065.165 3377.812
16978.6 3065.200 3377.850
16978.1 3065.301 3377.962
16974.9 3209.162 3536.497
Primal Integral: 0.7981452432
