12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
12119.2 35.911 39.574
12116.2 36.059 39.737
12108.7 36.121 39.805
12107.6 36.350 40.058
12091.6 36.397 40.109
12091.4 36.708 40.452
12085.4 36.803 40.557
12084.3 38.192 42.088
12084.2 38.213 42.111
12080.5 38.264 42.167
12059.0 38.314 42.222
12058.6 38.366 42.279
12057.7 38.394 42.310
12056.8 42.006 46.291
12056.3 42.011 46.296
12055.9 44.245 48.758
12055.6 44.249 48.762
12055.1 44.288 48.805
12053.5 44.313 48.833
12053.1 44.441 48.974
12049.6 44.534 49.076
12043.8 44.614 49.165
12040.8 72.264 79.635
12039.9 72.266 79.637
12038.6 73.866 81.400
12034.7 75.249 82.924
12031.5 75.756 83.483
12031.2 75.760 83.488
12028.4 76.787 84.619
12020.6 77.689 85.613
12016.9 77.691 85.615
12014.4 77.760 85.692
12011.6 77.915 85.862
12000.1 78.102 86.068
11999.8 79.647 87.771
11999.7 79.692 87.821
11987.9 79.698 87.827
11984.3 79.761 87.897
11983.5 80.680 88.909
11983.1 85.631 94.365
11982.1 85.646 94.382
11981.6 85.704 94.446
11979.7 92.690 102.144
11976.8 114.568 126.254
11976.4 115.294 127.054
11971.5 115.296 127.056
11962.8 115.543 127.328
11962.4 116.051 127.888
11960.1 116.201 128.054
11953.9 118.388 130.464
11951.2 118.393 130.469
11950.5 119.586 131.784
11949.9 120.763 133.081
11949.4 136.618 150.553
11947.2 152.905 168.501
11943.1 152.909 168.506
11938.9 154.484 170.241
11936.1 155.154 170.980
11934.2 155.244 171.079
11930.2 155.245 171.080
11930.1 155.266 171.103
11928.2 314.302 346.361
11926.6 316.605 348.899
11925.6 316.616 348.911
11925.3 395.363 435.690
11918.5 395.375 435.703
11915.9 395.763 436.131
11914.5 1316.475 1450.755
11913.5 2046.861 2255.641
11911.2 2047.021 2255.817
11898.3 2047.261 2256.082
11892.7 2047.325 2256.152
11892.1 2055.171 2264.798
11888.9 2056.119 2265.843
11887.4 3203.922 3530.722
11885.8 3204.262 3531.097
Primal Integral: 0.5304533874
