12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
18605.4 1.659 1.828
18599.6 1.681 1.852
18598.1 1.727 1.903
18592.9 1.746 1.924
18583.2 2.076 2.288
18580.0 2.348 2.587
18578.4 2.349 2.589
18575.9 2.364 2.605
18575.8 2.424 2.671
18575.6 2.691 2.965
18575.4 2.747 3.027
18573.2 2.757 3.038
18572.9 2.841 3.131
18566.5 2.867 3.159
18566.4 2.893 3.188
18564.7 2.955 3.256
18564.4 2.957 3.259
18564.3 3.007 3.314
18555.8 3.009 3.316
18555.6 3.040 3.350
18555.5 3.050 3.361
18553.3 3.054 3.366
18542.2 3.130 3.449
18542.1 3.146 3.467
18540.9 3.196 3.522
18516.1 3.201 3.528
18516.0 3.231 3.561
18515.1 3.291 3.627
18503.9 3.296 3.632
18501.7 3.357 3.699
18500.6 3.359 3.702
18499.2 3.412 3.760
18495.5 3.414 3.762
18482.7 3.421 3.770
18481.2 3.541 3.902
18479.5 3.542 3.903
18479.3 3.603 3.971
18464.2 3.668 4.042
18464.1 3.802 4.190
18461.0 4.154 4.578
18458.3 4.155 4.579
18450.5 4.189 4.616
18450.3 4.233 4.665
18450.0 4.235 4.667
18449.6 4.241 4.674
18449.5 4.251 4.685
18449.2 4.295 4.733
18447.5 4.319 4.760
18441.7 4.340 4.783
18440.3 4.387 4.834
18439.1 4.430 4.882
18439.0 4.638 5.111
18419.9 5.192 5.722
18418.7 5.210 5.741
18418.2 5.246 5.781
18403.5 5.531 6.095
18400.8 5.581 6.150
18399.6 5.610 6.182
18399.0 5.755 6.342
18398.4 5.990 6.601
18396.1 6.010 6.623
18391.8 6.012 6.625
18391.4 6.103 6.726
18388.7 6.145 6.772
18388.6 6.491 7.153
18386.2 6.557 7.226
18382.6 6.702 7.386
18372.4 6.733 7.420
18369.0 6.742 7.430
18368.9 6.748 7.436
18365.0 6.842 7.540
18363.8 6.860 7.560
18363.2 7.041 7.759
18362.8 7.251 7.991
18361.8 7.321 8.068
18360.6 7.460 8.221
18357.2 7.557 8.328
18356.4 7.558 8.329
18355.1 7.600 8.375
18353.9 7.739 8.528
18351.3 7.908 8.715
18351.1 8.094 8.920
18348.8 8.484 9.349
18348.4 8.539 9.410
18347.4 8.576 9.451
18347.2 8.744 9.636
18342.9 51.622 56.887
18340.5 51.904 57.198
18339.0 52.086 57.399
18332.8 52.096 57.410
18329.8 52.450 57.800
18316.8 52.935 58.334
18314.7 53.091 58.506
18314.2 53.189 58.614
18300.8 53.400 58.847
18299.2 53.971 59.476
18297.3 54.064 59.579
18296.2 54.274 59.810
18296.1 54.628 60.200
18295.6 54.969 60.576
18294.1 55.112 60.733
18293.6 55.554 61.221
18287.1 55.862 61.560
18286.0 56.147 61.874
18282.6 56.341 62.088
18280.4 56.354 62.102
18273.4 56.647 62.425
18266.1 58.587 64.563
18265.4 59.573 65.649
18264.6 60.181 66.319
18264.2 60.183 66.322
18263.5 60.359 66.516
18258.0 60.410 66.572
18257.9 60.507 66.679
18257.4 60.522 66.695
18256.9 61.095 67.327
18256.8 61.127 67.362
18251.0 61.700 67.993
18250.3 61.704 67.998
18249.4 61.951 68.270
18248.5 62.664 69.056
18248.4 63.272 69.726
18246.3 63.399 69.866
18246.2 63.445 69.916
18245.0 63.499 69.976
18243.9 63.506 69.984
18242.7 63.682 70.178
18241.6 63.761 70.265
18241.4 63.770 70.275
18239.3 64.002 70.530
18238.8 64.003 70.531
18237.5 64.338 70.900
18236.3 64.368 70.934
18234.9 64.999 71.629
18234.5 65.162 71.809
18232.7 65.165 71.812
18230.6 67.348 74.217
18230.4 67.385 74.258
18228.5 79.634 87.757
18228.2 80.217 88.399
18228.1 80.243 88.428
18227.2 80.257 88.443
18227.1 80.771 89.010
18226.8 80.774 89.013
18225.4 80.780 89.020
18223.9 82.705 91.141
18223.5 82.959 91.421
18223.4 84.182 92.769
18223.2 84.499 93.118
18222.9 84.513 93.133
18219.3 85.422 94.135
18219.1 86.646 95.484
18217.4 89.266 98.371
18217.2 89.291 98.399
18214.3 89.306 98.415
18214.1 92.413 101.839
18208.6 92.809 102.276
18208.4 93.159 102.661
18208.2 95.561 105.308
18200.2 114.877 126.594
18199.1 114.960 126.686
18196.6 114.970 126.697
18181.3 115.180 126.928
18180.9 115.996 127.828
18179.2 116.778 128.689
18177.1 116.780 128.692
18173.7 117.197 129.151
18170.5 117.298 129.262
18170.2 117.912 129.939
18168.1 117.925 129.953
18167.5 118.101 130.147
18166.6 118.102 130.148
18165.6 121.169 133.528
18162.5 121.624 134.030
18162.3 121.639 134.046
18159.3 121.658 134.067
18159.2 121.661 134.070
18159.1 122.119 134.575
18156.4 128.957 142.111
18156.3 128.960 142.114
18156.0 133.425 147.034
18153.6 428.035 471.695
18147.0 432.808 476.954
18144.7 432.830 476.979
18144.5 433.651 477.883
18144.3 434.407 478.717
18144.0 434.412 478.722
18142.3 436.604 481.138
18142.1 441.699 486.752
18141.2 459.221 506.062
18141.1 479.164 528.039
18140.3 480.455 529.461
18140.2 481.039 530.105
18139.9 482.663 531.895
18139.5 488.856 538.719
18128.1 494.823 545.295
18125.7 496.307 546.930
18125.5 497.567 548.319
18122.3 498.607 549.465
18120.6 498.629 549.489
18119.7 498.634 549.495
18119.4 504.317 555.757
18114.9 506.294 557.936
18114.6 507.806 559.602
18113.7 510.684 562.774
18112.7 513.653 566.046
18110.2 545.156 600.762
18102.1 545.955 601.642
18100.9 546.567 602.317
18093.1 575.071 633.728
18093.0 595.374 656.102
18092.3 596.743 657.611
18089.9 596.754 657.623
18086.6 625.641 689.456
18085.6 625.643 689.459
18085.3 628.682 692.808
18083.6 631.760 696.200
18081.0 639.040 704.222
18079.8 658.724 725.914
18077.3 659.017 726.237
18069.5 659.233 726.475
18067.0 659.751 727.046
18064.4 660.135 727.469
18064.1 661.107 728.540
18063.3 676.158 745.126
18061.8 696.773 767.844
18057.8 696.774 767.845
18057.5 696.845 767.923
18055.9 696.877 767.958
18055.6 696.910 767.995
18055.5 698.754 770.027
18054.0 699.179 770.495
18049.8 699.215 770.535
18049.2 699.682 771.050
18048.5 699.747 771.121
18044.5 709.609 781.989
18044.0 730.920 805.474
18043.1 750.799 827.380
18042.3 750.820 827.404
18042.2 751.282 827.913
18039.3 761.327 838.982
18039.2 762.663 840.455
18038.4 771.853 850.582
18036.4 777.530 856.838
18035.0 789.693 870.242
18030.4 811.444 894.211
18029.7 811.998 894.822
18027.8 815.436 898.610
18027.1 818.506 901.994
18026.7 822.392 906.276
18023.7 823.543 907.544
18022.9 844.525 930.667
18020.5 864.718 952.919
18019.1 864.755 952.960
18018.6 865.762 954.070
18014.5 866.320 954.685
18013.9 881.468 971.378
18012.9 902.836 994.925
17999.9 930.343 1025.238
17998.5 930.349 1025.245
17998.1 932.642 1027.771
17991.9 934.698 1030.037
17991.6 1928.990 2125.747
Primal Integral: 1.3496097037
