12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
21758.2 2.907 3.204
21752.8 3.037 3.347
21750.3 3.083 3.397
21743.5 3.085 3.400
21735.8 3.177 3.501
21734.8 3.323 3.662
21731.9 3.541 3.902
21723.7 3.567 3.931
21723.5 6.959 7.669
21721.9 20.966 23.105
21719.8 23.540 25.941
21719.6 23.627 26.037
21719.0 23.661 26.074
21716.2 23.668 26.082
21715.2 23.671 26.085
21713.0 23.675 26.090
21712.6 23.752 26.175
21711.7 23.785 26.211
21711.1 23.812 26.241
21704.6 23.912 26.351
21701.2 24.340 26.823
21700.8 24.415 26.905
21698.0 24.509 27.009
21696.3 24.608 27.118
21695.2 24.624 27.136
21694.0 24.656 27.171
21685.1 24.706 27.226
21683.5 24.707 27.227
21671.0 24.722 27.244
21661.9 24.730 27.252
21656.4 24.732 27.255
21655.2 24.742 27.266
21653.4 24.853 27.388
21653.0 24.854 27.389
21652.7 24.882 27.420
21646.8 24.892 27.431
21641.8 24.908 27.449
21640.5 24.929 27.472
21632.7 25.045 27.600
21632.3 25.046 27.601
21632.2 25.465 28.062
21632.1 25.466 28.064
21624.7 25.778 28.407
21622.7 26.172 28.842
21621.6 26.265 28.944
21615.1 26.268 28.947
21614.8 26.373 29.063
21603.3 26.412 29.106
21600.5 26.876 29.617
21599.4 26.958 29.708
21590.9 27.014 29.769
21585.2 27.252 30.032
21583.6 29.206 32.185
21583.4 29.287 32.274
21580.1 38.079 41.963
21579.1 38.883 42.849
21578.0 39.573 43.609
21575.9 39.590 43.628
21570.1 39.788 43.846
21568.4 39.977 44.055
21544.1 40.246 44.351
21536.7 40.757 44.914
21535.7 40.891 45.062
21531.1 42.404 46.729
21529.1 43.715 48.174
21512.3 43.949 48.432
21511.4 44.019 48.509
21511.1 44.385 48.912
21509.8 45.058 49.654
21509.6 45.114 49.716
21509.1 45.778 50.447
21506.4 46.428 51.164
21500.4 46.435 51.171
21494.9 48.178 53.092
21487.1 48.905 53.893
21486.1 48.921 53.911
21484.1 50.111 55.222
21483.3 50.309 55.441
21472.0 50.326 55.459
21467.5 50.346 55.481
21460.9 50.588 55.748
21459.2 50.680 55.849
21458.9 50.789 55.969
21457.9 51.427 56.673
21457.0 51.535 56.792
21456.2 52.094 57.408
21455.7 52.106 57.421
21453.6 52.121 57.437
21445.8 57.745 63.635
21444.0 57.749 63.639
21443.0 89.308 98.417
21442.3 89.384 98.501
21433.4 89.904 99.074
21432.8 92.039 101.427
21432.6 92.049 101.438
21431.5 92.631 102.079
21430.7 92.648 102.098
21429.7 92.694 102.149
21424.7 92.862 102.334
21424.5 93.272 102.786
21424.2 99.412 109.552
21422.1 99.488 109.636
21421.4 154.717 170.498
21417.8 154.922 170.724
21414.6 163.334 179.994
21413.2 220.357 242.833
21412.7 302.052 332.861
21410.9 363.256 400.308
21410.7 372.578 410.581
21408.4 423.154 466.316
21406.1 423.156 466.318
21405.1 486.858 536.518
21401.0 605.236 666.970
21400.6 607.298 669.242
21400.2 607.417 669.374
21399.1 618.231 681.291
21398.9 618.268 681.331
21396.8 621.312 684.686
21392.2 621.328 684.703
21392.0 621.392 684.774
21389.6 687.743 757.893
21389.2 687.754 757.905
21387.9 698.894 770.181
Primal Integral: 0.5754557285
