12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
17622.8 2.654 2.925
17622.5 2.667 2.939
17621.5 2.674 2.947
17619.2 2.708 2.984
17609.6 2.712 2.989
17608.1 2.762 3.044
17573.4 2.763 3.045
17572.8 2.778 3.061
17560.1 2.783 3.067
17559.6 2.802 3.088
17555.7 2.805 3.091
17551.1 2.862 3.154
17547.1 2.865 3.157
17546.9 2.897 3.192
17538.1 2.910 3.207
17536.1 2.943 3.243
17534.2 2.954 3.255
17534.1 2.977 3.281
17530.8 3.121 3.439
17529.5 3.132 3.451
17528.0 3.181 3.505
17525.7 3.185 3.510
17525.5 3.352 3.694
17520.8 3.389 3.735
17516.5 3.664 4.038
17515.6 3.702 4.080
17513.5 3.748 4.130
17513.2 3.765 4.149
17511.5 3.768 4.152
17511.0 3.780 4.166
17494.1 3.815 4.204
17486.3 3.816 4.205
17452.2 3.834 4.225
17451.6 3.854 4.247
17451.5 3.855 4.248
17446.9 3.875 4.270
17445.8 3.885 4.281
17438.7 3.891 4.288
17436.2 3.912 4.311
17435.5 3.924 4.324
17426.6 3.929 4.330
17424.1 3.992 4.399
17422.5 4.051 4.464
17419.4 4.059 4.473
17417.4 4.089 4.506
17409.8 4.105 4.524
17409.7 4.113 4.533
17408.9 4.143 4.566
17405.9 4.171 4.596
17405.7 4.177 4.603
17405.1 4.214 4.644
17402.1 4.225 4.656
17399.7 4.231 4.663
17389.1 4.234 4.666
17380.1 4.240 4.672
17376.7 4.271 4.707
17370.7 4.320 4.761
17369.6 4.328 4.769
17363.2 4.336 4.778
17341.8 4.339 4.782
17340.8 4.359 4.804
17340.1 4.380 4.827
17338.7 4.399 4.848
17337.4 4.403 4.852
17336.8 4.432 4.884
17334.3 4.448 4.902
17334.0 4.471 4.927
17333.9 4.484 4.941
17332.0 4.512 4.972
17328.4 4.736 5.219
17315.1 4.835 5.328
17311.2 4.867 5.363
17308.7 4.873 5.370
17308.0 4.947 5.452
17305.9 5.031 5.544
17302.3 5.070 5.587
17302.2 5.090 5.609
17301.9 5.115 5.637
17299.2 5.174 5.702
17298.8 5.218 5.750
17298.3 5.234 5.768
17298.2 5.273 5.811
17297.4 5.277 5.815
17297.0 5.288 5.827
17293.8 5.318 5.860
17291.2 5.361 5.908
17274.5 5.370 5.918
17274.4 5.443 5.998
17266.1 5.466 6.024
17251.3 5.468 6.026
17248.0 5.557 6.124
17245.3 5.578 6.147
17241.2 5.613 6.186
17222.8 5.638 6.213
17220.6 5.644 6.220
17219.5 5.645 6.221
17214.7 5.773 6.362
17213.8 6.016 6.630
17213.7 6.088 6.709
17212.5 6.138 6.764
17210.8 6.168 6.797
17206.1 40.323 44.436
17197.2 40.325 44.438
17195.6 40.459 44.586
17189.9 40.474 44.602
17187.4 40.591 44.731
17187.0 40.598 44.739
17183.9 40.600 44.741
17174.7 46.445 51.182
17173.0 48.528 53.478
17169.1 48.565 53.519
17168.9 48.593 53.549
17156.0 48.673 53.638
17150.6 48.719 53.688
17147.5 48.733 53.704
17127.4 48.794 53.771
17125.7 48.822 53.802
17125.6 48.864 53.848
17125.0 49.030 54.031
17124.7 49.236 54.258
17121.4 49.239 54.261
17116.5 49.414 54.454
17115.0 49.527 54.579
17114.9 49.534 54.586
17105.6 49.587 54.645
17104.2 49.683 54.751
17103.0 49.717 54.788
17099.0 49.751 54.826
17097.8 49.752 54.827
17097.2 49.762 54.838
17097.0 49.772 54.849
17095.6 49.790 54.869
17090.8 49.839 54.923
17087.0 49.885 54.973
17084.1 49.903 54.993
17083.3 50.307 55.438
17082.0 50.668 55.836
17077.1 50.767 55.945
17074.9 50.798 55.979
17074.8 50.960 56.158
17071.9 51.209 56.432
17070.0 51.758 57.037
17066.2 52.212 57.538
17065.3 52.678 58.051
17064.4 53.065 58.478
17062.6 53.552 59.014
17059.9 53.642 59.113
17059.8 55.830 61.525
17051.3 55.836 61.531
17036.7 57.580 63.453
17031.1 58.365 64.318
17029.8 59.489 65.557
17027.7 59.492 65.560
17021.2 59.496 65.565
17017.9 59.537 65.610
17016.9 59.958 66.074
17015.9 60.091 66.220
17015.5 60.475 66.643
17015.4 61.079 67.309
17007.4 61.586 67.868
17007.2 62.648 69.038
17002.2 62.652 69.043
16999.8 63.557 70.040
16998.7 63.781 70.287
16998.0 64.479 71.056
16997.1 65.402 72.073
16991.0 65.729 72.433
16989.6 65.731 72.436
16989.3 66.504 73.287
16989.0 66.522 73.307
16986.6 66.904 73.728
16980.7 66.929 73.756
16974.0 69.249 76.312
16971.6 69.250 76.314
16965.9 71.794 79.117
16963.7 71.887 79.219
16959.0 71.888 79.221
16956.8 73.288 80.763
16954.3 73.290 80.766
16951.2 76.560 84.369
16950.2 76.623 84.439
16947.3 77.716 85.643
16945.8 77.719 85.646
16939.9 78.050 86.011
16939.0 78.082 86.046
16938.7 79.741 87.875
16933.9 80.048 88.213
16933.6 80.067 88.234
16933.3 80.119 88.291
16931.3 176.375 194.365
16926.6 177.535 195.644
16925.0 178.003 196.159
16924.2 178.344 196.535
16922.9 178.605 196.823
16922.1 178.951 197.204
16914.5 179.178 197.454
16913.6 180.630 199.054
16910.0 181.099 199.571
16907.8 181.113 199.587
16902.6 181.147 199.624
16900.3 182.908 201.565
16897.7 182.910 201.567
16896.5 182.961 201.623
16896.0 183.224 201.913
16894.2 183.301 201.998
16890.8 183.334 202.034
16890.7 183.346 202.047
16889.7 183.490 202.206
16887.1 184.473 203.289
16887.0 184.718 203.559
16886.2 184.784 203.632
16885.5 184.795 203.644
16881.7 184.808 203.658
16880.2 185.635 204.570
16874.6 186.163 205.152
16874.3 186.165 205.154
16867.5 186.939 206.007
16865.3 188.131 207.320
16865.1 188.133 207.323
16864.1 188.700 207.947
16863.9 189.302 208.611
16857.4 192.207 211.812
16853.5 192.670 212.322
16853.2 192.931 212.610
16848.1 194.430 214.262
16848.0 194.715 214.576
16846.4 200.048 220.453
16845.8 200.203 220.624
16843.5 200.438 220.883
16843.4 201.039 221.545
16840.0 201.113 221.627
16839.2 201.123 221.638
16839.1 201.149 221.666
16838.1 201.196 221.718
16837.8 201.224 221.749
16837.5 201.296 221.828
16837.4 201.388 221.930
16835.2 201.496 222.049
16828.2 203.155 223.877
16827.7 203.202 223.929
16827.2 203.235 223.965
16824.6 221.338 243.914
16824.5 221.973 244.614
16824.4 226.642 249.759
16824.2 226.665 249.785
16822.9 227.435 250.633
16821.8 229.209 252.588
16820.5 229.458 252.863
16818.3 229.855 253.300
16814.6 230.738 254.273
16811.7 231.234 254.820
16810.6 234.320 258.221
16810.5 234.557 258.482
16810.3 234.558 258.483
16810.2 234.569 258.495
16810.1 235.065 259.042
16809.5 236.837 260.994
16808.7 242.595 267.340
16807.0 242.951 267.732
16803.4 243.899 268.777
16803.3 247.798 273.073
16803.1 248.314 273.642
16802.8 249.510 274.960
16802.5 249.902 275.392
16793.5 252.939 278.739
16790.8 255.258 281.294
16789.0 255.404 281.455
16786.3 255.405 281.456
16783.6 255.950 282.057
16782.5 256.522 282.687
16779.8 256.696 282.879
16779.7 258.323 284.672
16778.9 258.520 284.889
16778.6 258.552 284.924
16778.0 259.773 286.270
16771.5 262.176 288.918
16771.4 262.240 288.988
16770.9 266.293 293.455
16770.4 266.607 293.801
16768.1 269.334 296.806
16765.5 272.004 299.748
16764.5 272.566 300.368
16760.9 272.710 300.526
16759.3 343.308 378.325
16759.2 491.312 541.426
16758.4 693.439 764.170
16757.8 1270.374 1399.952
16757.5 1281.469 1412.179
16755.9 1311.362 1445.121
16755.1 1312.560 1446.441
16750.7 1312.797 1446.702
16744.1 1313.104 1447.041
16743.4 1313.195 1447.141
16740.7 1313.205 1447.152
16736.7 1313.354 1447.316
16735.6 1313.617 1447.606
16735.3 1314.156 1448.200
16735.2 1316.236 1450.492
16734.9 1316.262 1450.521
16733.8 1323.689 1458.705
16731.2 1369.264 1508.929
16730.5 1369.526 1509.218
16730.0 1369.718 1509.429
16729.7 1376.182 1516.553
16729.3 1407.500 1551.065
16728.3 1410.472 1554.340
16719.0 1426.420 1571.915
16709.6 1430.620 1576.543
16708.5 1449.697 1597.566
16707.1 1474.202 1624.571
16704.8 1474.228 1624.599
16704.5 1474.446 1624.839
16700.8 1501.124 1654.239
16699.2 1501.193 1654.315
16699.1 1501.298 1654.430
16698.9 1501.437 1654.584
16698.8 1501.851 1655.040
16697.0 1502.480 1655.733
16696.6 1502.535 1655.794
16696.2 1504.677 1658.154
16693.4 1504.783 1658.271
16690.7 1507.625 1661.403
16689.7 1555.312 1713.954
16689.3 1555.315 1713.957
16687.5 1597.343 1760.272
16686.2 1610.113 1774.345
16672.7 1611.794 1776.197
16672.2 1616.738 1781.645
16670.1 1623.333 1788.913
16668.8 1649.807 1818.087
16666.3 1649.883 1818.171
16664.9 1649.936 1818.229
16664.7 1649.939 1818.233
16664.1 1650.125 1818.438
16663.5 1650.166 1818.483
16662.1 1651.474 1819.924
16661.8 1651.654 1820.123
16659.9 1652.290 1820.824
16659.6 1652.986 1821.591
16658.2 1699.872 1873.259
16657.8 1699.979 1873.377
16655.3 1701.759 1875.338
16655.1 1701.853 1875.442
16653.6 1702.604 1876.270
16651.9 1702.858 1876.550
16651.7 1704.936 1878.839
16651.5 1705.003 1878.913
16649.3 1750.734 1929.309
16648.8 2024.912 2231.453
Primal Integral: 1.0815339670
