15,C206,5860,0.001077095,0.468,0,5860,0.000184234,0.062,1,5860,0.000122336,0.044,2,5860,7.70E-05,0.019,3,6036,3.003478574,0.06,4,5860,0.000134395,0.028,5,5860,0.000221179,0.054,6,5860,0.00010439,0.022,7,5860,0.000115065,0.031,8,5860,9.05E-05,0.025,9,5860,0.000136424,0.026,10,5860,9.93E-05,0.018,11,3,7.70E-05
16,C207,5858,0.001354232,0.647,0,5858,0.000650087,0.134,1,5858,0.000136169,0.027,2,5858,7.08E-05,0.016,3,6021,2.782614652,0.086,4,5858,0.000184064,0.115,5,5858,0.000200613,0.082,6,5858,0.00012429,0.027,7,5858,9.83E-05,0.023,8,5858,7.54E-05,0.019,9,5858,9.10E-05,0.019,10,5858,5.65E-05,0.011,11,11,5.65E-05
17,C208,5858,0.000840275,0.363,0,5858,7.13E-05,0.021,1,5858,0.000118387,0.026,2,5858,7.58E-05,0.03,3,6021,2.782793648,0.323,4,5858,0.000128956,0.088,5,5858,0.000160041,0.032,6,5858,0.000136884,0.039,7,5858,0.000144003,0.029,8,5858,9.76E-05,0.019,9,5858,0.000165787,0.03,10,5858,0.000170785,0.049,11,1,7.13E-05
18,R101,16377,0.000553702,0.991,0,16377,0.002178786,2.681,1,16377,0.000444939,1.075,2,16377,0.000202206,1.2,3,16669,1.783067288,0.228,4,16377,0.000289521,2.395,5,16377,0.000352505,0.445,6,16377,0.000243717,0.352,7,16377,0.000173637,0.283,8,16377,0.000498887,0.705,9,16377,0.000126245,0.303,10,16377,0.001370244,2.466,11,10,0.000126245
19,R102,14666,0.001933895,2.372,0,14666,0.002341987,2.096,1,14666,0.000256869,1.291,2,14666,0.00017716,0.852,3,14666,0.004592615,5.267,4,14666,0.000385746,2.254,5,14666,0.000460788,0.613,6,14666,0.000241041,0.461,7,14666,0.000753783,1.673,8,14666,0.000143028,1.315,9,14666,0.000288536,2.208,10,14666,0.000293841,0.789,11,9,0.000143028
20,R103,12087,0.003499366,7.08,0,12087,0.005821796,13.767,1,12087,0.002709567,10.387,2,12087,0.002780347,15.39,3,12087,0.002032085,5.111,4,12087,0.007830231,40.377,5,12087,0.000451396,1.514,6,12087,0.001144972,3.51,7,12087,0.00364888,17.108,8,12087,0.002028811,7.069,9,12087,0.000500643,1.1,10,12087,0.001147525,4.187,11,6,0.000451396
21,R104,9715,0.007312332,6.654,0,9715,0.027408598,11.09,1,9715,0.004849348,14.836,2,9715,0.016170524,38.874,3,9715,0.266762578,985.391,4,9715,0.002717367,2.43,5,9715,0.215435109,796.818,6,9715,0.004106519,10.926,7,9715,0.002572148,3.053,8,9715,0.003260745,10.592,9,9715,0.00308444,4.526,10,9715,0.023776757,86.077,11,8,0.002572148
22,R105,13553,0.002767883,11.819,0,13553,0.005700237,3.733,1,13553,0.000998071,3.563,2,13553,0.000492462,0.416,3,14136,4.301683106,0.044,4,13553,0.005523556,37.594,5,13553,0.003485698,17.331,6,13553,0.001130604,5.272,7,13553,0.000717139,3.66,8,13553,0.000838199,1.547,9,13553,0.001086357,3.316,10,13553,0.000475696,2.736,11,11,0.000475696
23,R106,12346,0.002669213,2.465,0,12346,0.007390117,5.424,1,12346,0.00174581,16.231,2,12346,0.001862528,10.113,3,12849,4.07433959,0.132,4,12346,0.002217706,17.918,5,12346,0.000676647,2.579,6,12346,0.0015846,7.794,7,12346,0.000718844,1.655,8,12346,0.001071347,2.938,9,12346,0.001816724,9.863,10,12346,0.000553393,2.296,11,11,0.000553393
24,R107,10646,0.0191023,45.199,0,10646,0.014776771,80.362,1,10646,0.004054829,26.995,2,10646,0.004696215,23.458,3,11036,3.663485435,0.101,4,10646,0.002444869,10.291,5,10646,0.001654721,2.304,6,10646,0.001490579,4.518,7,10646,0.00638641,52.882,8,10646,0.001271827,4.753,9,10646,0.000514823,1.35,10,10646,0.000999422,1.823,11,10,0.000514823
25,R108,9388,0.724790073,21.06,0,9388,0.729636576,7.791,1,9321,0.022979036,39.91,2,9321,0.006434139,23.553,3,9388,0.723575258,4.042,4,9321,0.010916893,29.422,5,9388,0.867037771,862.353,6,9321,0.00745639,30.505,7,9337,0.692717266,1709.174,8,9321,0.008293557,11.058,9,9321,0.007427901,19.839,10,9321,0.310016307,795.501,11,3,0.006434139
26,R109,11469,0.004927073,7.724,0,11469,0.013385417,54.113,1,11469,0.004767599,21.409,2,11469,0.001997327,23.649,3,11985,4.499484417,0.167,4,11469,0.001079973,3.277,5,11469,0.000800843,0.788,6,11469,0.002959609,21.149,7,11469,0.000954913,0.932,8,11469,0.00033406,0.617,9,11469,0.000557129,0.675,10,11469,0.000598437,0.866,11,9,0.00033406
27,R110,10680,0.009492078,14.223,0,10680,0.020194002,10.719,1,10680,0.01149625,21.532,2,10680,0.00845192,19.194,3,11382,6.573391495,0.285,4,10680,0.01670786,39.884,5,10680,0.000842613,8.517,6,10680,0.005514477,11.175,7,10680,0.005221739,6.043,8,10680,0.001645974,1.721,9,10680,0.004036798,4.081,10,10680,0.002274979,1.618,11,6,0.000842613
28,R111,10487,0.00728388,12.579,0,10487,0.009824145,3.538,1,10487,0.001512529,9.353,2,10487,0.000964245,4.721,3,11174,6.551413939,0.434,4,10487,0.027386757,406.069,5,10504,0.168603333,37.314,6,10487,0.001018815,8.663,7,10487,0.001032129,0.712,8,10487,0.000698189,1.448,9,10487,0.00425637,13.703,10,10487,0.001405666,4.177,11,9,0.000698189
29,R112,9509,0.353828545,406.575,0,9486,-0.010957885,16.726,1,9486,0.001765618,289.768,2,9504,0.170143847,20.992,3,10017,5.564364441,0.014,4,9486,0.044997485,655.239,5,9486,0.053714005,131.297,6,9489,0.1319019,1359.566,7,9486,-0.023547048,27.646,8,9509,999999999,32.851,9,9486,0.188062819,1553.846,10,9486,0.014889455,386.747,11,8,-0.023547048
30,R201,11432,0.002763564,44.223,0,11432,0.040023386,187.098,1,11432,0.034084028,31.987,2,11432,0.028559998,28.418,3,11432,0.008940017,5.11,4,11432,0.013500424,12.938,5,11432,0.003302258,9.045,6,11432,0.003901798,13.511,7,11432,0.006110439,22.515,8,11432,0.002251765,9.408,9,11432,0.004851882,14.825,10,11432,0.009692494,36.493,11,9,0.002251765
31,R202,10306,0.112708537,50.274,0,10296,0.051321405,66.44,1,10296,0.009032339,45.226,2,10296,0.017196427,99.209,3,10296,0.006737415,5.49,4,10296,0.009504484,47.328,5,10296,0.004944342,19.072,6,10296,0.014544271,45.719,7,10296,0.00682541,32.978,8,10296,0.006086167,30.556,9,10306,0.098595809,9.677,10,10306,0.097861191,0.985,11,6,0.004944342
32,R203,8708,0.002555955,2.127,0,8708,0.045410964,21.215,1,8708,0.012988666,27.323,2,8708,0.013188973,31.615,3,8708,0.012124613,9.162,4,8708,0.016065206,33.945,5,8708,0.000493875,2.515,6,8708,0.003554382,10.364,7,8708,0.00507721,12.705,8,8708,0.002748263,9.472,9,8708,0.004264975,15.33,10,8708,0.012596531,40.697,11,6,0.000493875
33,R204,7313,0.004618921,3.103,0,7313,0.010119746,18.832,1,7313,0.008533865,59.542,2,7313,0.007053008,24.621,3,7313,0.005349784,9.401,4,7313,0.007136437,26.108,5,7313,0.001308351,5.912,6,7313,0.001234329,8.601,7,7313,0.002021567,11.676,8,7313,0.005099555,28.964,9,7313,0.015892432,135.836,10,7313,0.007890155,80.14,11,7,0.001234329
34,R205,9498,0.021955056,100.685,0,9498,0.040598552,29.266,1,9498,0.004348052,19.001,2,9498,0.007184021,22.981,3,9498,0.00818567,6.32,4,9498,0.00697827,13.33,5,9498,0.001128458,2.344,6,9498,0.004692945,4.409,7,9498,0.00202711,11.442,8,9498,0.005842576,41.251,9,9498,0.000724964,1.126,10,9498,0.004428019,15.285,11,10,0.000724964
35,R206,8759,0.00483638,6.036,0,8759,0.043597427,16.375,1,8759,0.013168375,35.019,2,8759,0.00251187,4.516,3,8759,0.036629024,109.18,4,8759,0.082898355,287.835,5,8759,0.114217635,453.471,6,8759,0.00032431,0.239,7,8759,0.002197831,3.226,8,8759,0.032053066,90.49,9,8759,0.001537502,1.332,10,8759,0.003327059,9.121,11,7,0.00032431
36,R207,7940,0.005843927,10.32,0,7940,0.0814007,16.96,1,7940,0.00802402,33.32,2,7940,0.001711265,5.049,3,7940,0.008818899,6.188,4,7940,0.021743304,24.889,5,7940,0.011249195,65.67,6,7940,0.00158765,1.438,7,7940,0.004140078,28.992,8,7940,0.011985782,17.912,9,7940,0.009603401,11.495,10,7940,0.001585188,0.998,11,11,0.001585188
37,R208,7010,0.003358773,5.05,0,7010,0.005803241,7.861,1,7010,0.007326597,46.305,2,7010,0.006089689,45.06,3,7010,0.00524278,6.291,4,7010,0.01975959,120.837,5,7010,0.008069631,10.567,6,7010,0.004736385,17.144,7,7010,0.003596862,8.972,8,7010,0.002146378,10.407,9,7010,0.007860089,9.784,10,7010,0.002559336,13.007,11,9,0.002146378
38,R209,8548,0.002625815,1.851,0,8548,0.02882552,15.363,1,8548,0.001120041,8.772,2,8548,0.004031232,38.302,3,8548,0.004264908,5.618,4,8548,0.00575653,23.182,5,8548,0.004469387,58.717,6,8548,0.000254321,1.174,7,8548,0.001613617,9.55,8,8548,0.001343289,7.847,9,8548,0.002168169,12.098,10,8548,0.000731459,2.425,11,7,0.000254321
39,R210,9042,0.423124638,18.637,0,9005,0.070684953,91.738,1,9005,0.043477892,59.602,2,9042,0.454859547,161.749,3,9005,0.018253005,32.573,4,9005,0.069082534,138.751,5,9005,0.186715211,650.094,6,9005,0.029302409,82.083,7,9005,0.056823324,230.753,8,9005,0.03212192,225.273,9,9042,999999999,16.88,10,9042,0.619702958,840.95,11,4,0.018253005
40,R211,7467,0.189577892,501.455,0,7467,0.192706232,152.373,1,7467,0.015132572,38.967,2,7467,0.105403035,325.406,3,7467,0.019420706,46.667,4,7517,0.675136312,25.965,5,7467,0.016048899,24.923,6,7467,0.013142676,41.206,7,7467,0.227145365,621.29,8,7467,0.071768271,208.008,9,7467,0.020957176,50.703,10,7467,0.062076699,236.811,11,7,0.013142676
41,RC101,16342,0.911815257,497.332,0,16198,0.208566798,504.256,1,16198,0.364429911,918.433,2,16198,0.015908306,33.193,3,16921,4.463600736,0.037,4,16198,0.137433631,493.699,5,16235,0.310781667,311.077,6,16198,0.008615536,11.763,7,16198,0.016527248,28.309,8,16198,0.01301541,27.694,9,16198,0.043454918,103.338,10,16198,0.011468486,16.303,11,7,0.008615536
42,RC102,14574,0.300711457,411.309,0,14574,0.037009535,23.996,1,14574,0.008206024,11.066,2,14574,0.001104186,1.135,3,15295,4.947219944,0.404,4,14574,0.000728826,0.571,5,14574,0.000270706,0.413,6,14574,0.004822207,6.353,7,14574,0.001023903,1.128,8,14574,0.001505698,1.798,9,14574,0.000683806,0.58,10,14574,0.000704118,0.727,11,6,0.000270706
43,RC103,12582,0.259924898,390.133,0,12582,0.049799271,37.688,1,12580,0.015081377,19.825,2,12582,0.034843084,28.146,3,13657,8.56130216,0.348,4,12580,0.038108378,1131.882,5,12582,0.029933519,21.194,6,12580,0.023891221,1532.89,7,12580,0.02186918,1232.426,8,12580,0.022081982,532.157,9,12580,0.007248958,162.591,10,12580,0.030557543,333.017,11,10,0.007248958
44,RC104,11323,0.004540625,2.405,0,11323,0.021374623,5.818,1,11323,0.001362589,11.459,2,11323,0.000742075,0.9,3,12255,8.231155044,0.298,4,11323,0.005938551,133.562,5,11323,0.001652946,3.49,6,11323,0.001465663,1.633,7,11323,0.001165885,0.681,8,11323,0.00312899,3.795,9,11323,0.000832609,2.075,10,11323,0.000428392,0.713,11,11,0.000428392
45,RC105,15137,0.014921558,48.444,0,15137,0.021214873,68.685,1,15137,0.0021032,26.568,2,15137,0.001301771,5.303,3,15851,4.717029587,0.047,4,15137,0.003601895,36.047,5,15137,0.001341023,12.703,6,15137,0.000565594,8.788,7,15137,0.001339446,4.483,8,15137,0.002619669,10.609,9,15137,0.001047044,0.748,10,15137,0.001824997,15.179,11,7,0.000565594
46,RC106,13735,0.081870748,1130.331,0,13727,0.079177151,1465.847,1,13727,0.013658267,310.389,2,13727,0.005867425,115.085,3,14528,5.835799427,0.526,4,13727,0.019135026,205.117,5,13727,0.005842104,35.831,6,13727,0.006220239,43.196,7,13727,0.010818605,52.129,8,13727,0.00630851,21.853,9,13727,0.003370331,24.186,10,13727,0.001632532,24.36,11,11,0.001632532
47,RC107,12093,0.12867789,2.78,0,12078,0.019842916,12.465,1,12078,0.001979953,7.526,2,12078,0.002483118,6.455,3,13161,8.967244698,0.933,4,12078,0.082816457,1164.032,5,12093,0.126097051,14.515,6,12078,0.011673403,115.225,7,12078,0.002461384,3.672,8,12078,0.00556181,20.673,9,12078,0.077737618,1035.283,10,12078,0.004313905,39.065,11,2,0.001979953
48,RC108,11142,0.178014323,211.371,0,11142,0.02561197,6.159,1,11142,0.057891602,69.818,2,11142,0.00900044,11.45,3,12061,8.248077037,0.008,4,11142,0.005449956,5.722,5,11142,0.051846232,67.275,6,11142,0.009599441,11.789,7,11142,0.003316305,2.821,8,11142,0.005686443,6.415,9,11142,0.003147318,3.159,10,11142,0.003927587,2.758,11,10,0.003147318
49,RC201,12618,0.00545105,16.044,0,12618,0.053103512,106.832,1,12618,0.026182808,60.876,2,12618,0.066065611,275.687,3,12618,0.00436352,3.387,4,12618,0.020798625,138.315,5,12618,0.036191798,1232.899,6,12618,0.011981246,44.97,7,12618,0.010359966,50.177,8,12618,0.017197072,58.871,9,12618,0.004071613,20.562,10,12618,0.010433669,85.13,11,10,0.004071613
50,RC202,10923,0.007789814,20.008,0,10923,0.065575192,28.031,1,10923,0.114009709,620.503,2,10923,0.031379633,70.437,3,10923,0.009500989,14.859,4,10923,0.053263399,230.828,5,10923,0.105794099,808.284,6,10923,0.005694703,24.77,7,10923,0.021771476,119.593,8,10923,0.015919179,27.076,9,10923,0.009182684,53.545,10,10923,0.004852125,17.153,11,11,0.004852125
51,RC203,9237,0.24354436,372.405,0,9237,0.08300484,56.612,1,9237,0.012185395,30.777,2,9237,0.001851073,13.254,3,9237,0.006518091,8.44,4,9237,0.003681271,3.362,5,9237,0.003009453,14.169,6,9237,0.002508652,3.052,7,9237,0.000573088,0.77,8,9237,0.001695183,1.757,9,9237,0.002120417,10.62,10,9237,0.001281264,1.324,11,8,0.000573088
52,RC204,7835,0.014903567,41.153,0,7835,0.059743367,20.903,1,7835,0.001287123,3.155,2,7835,0.003530405,3.051,3,7835,0.006214756,7.224,4,7835,0.003311366,19.039,5,7835,0.001935294,11.569,6,7835,0.000353223,0.49,7,7835,0.001229965,1.147,8,7835,0.00669365,36.696,9,7835,0.00105981,0.935,10,7835,0.002493891,11.261,11,7,0.000353223
53,RC205,11540,0.010663817,13.939,0,11540,0.049005849,20.459,1,11540,0.002252932,1.504,2,11540,0.001847025,2.814,3,11540,0.006230633,4.247,4,11540,0.000974138,3.743,5,11540,0.000719358,0.54,6,11540,0.001422569,1.722,7,11540,0.00018498,0.082,8,11540,0.001222535,2.011,9,11540,0.000254237,0.098,10,11540,0.000739409,0.874,11,8,0.00018498
54,RC206,10511,0.006071507,4.531,0,10511,0.054622896,163.305,1,10511,0.017608012,31.706,2,10511,0.057612651,142.819,3,10511,0.009621448,6.69,4,10511,0.124361159,182.363,5,10511,0.007067921,18.966,6,10511,0.014232409,30.984,7,10511,0.015809464,35.626,8,10511,0.003821466,18,9,10511,0.010152158,32.563,10,10602,0.883730918,56.318,11,9,0.003821466
55,RC207,9629,0.01417386,366.888,0,9629,0.057589091,280.956,1,9629,0.005557636,34.993,2,9629,0.003766112,96.493,3,9629,0.007187797,5.149,4,9629,0.018123477,39.269,5,9629,0.004089993,12.493,6,9629,0.003972082,32.765,7,9629,0.010559337,421.988,8,9629,0.016307486,668.177,9,9629,0.04116615,1582.241,10,9629,0.019470903,614.826,11,3,0.003766112
56,RC208,7796,0.466280019,51.25,0,7761,0.086922169,305.39,1,7761,0.008441235,30.771,2,7761,0.005817859,51.047,3,7761,0.006740176,16.124,4,7761,0.004955,2.558,5,7761,0.012803759,19.431,6,7761,0.003801611,28.543,7,7761,0.00746306,20.024,8,7761,0.010095631,19.355,9,7761,0.008482603,10.454,10,7761,0.026359447,238.712,11,7,0.003801611
57,C1_2_10,26260,0.055403268,9.313,0,26272,0.103726331,13.299,1,26247,0.025817899,430.677,2,26272,0.100043874,25.095,3,27506,4.797844817,0.647,4,26247,0.00466076,26.961,5,26247,0.006946853,68.044,6,26247,0.01136912,366.906,7,26247,0.007744999,154.487,8,26247,0.005624374,155.752,9,26247,0.001834334,25.499,10,26247,0.006705104,167.511,11,10,0.001834334
58,C1_2_1,26986,0.003353121,2.359,0,26986,0.014649399,2.665,1,26986,0.00033229,0.066,2,26986,0.001006377,10.952,3,27964,3.624323347,0.068,4,26986,0.000524705,0.184,5,26986,0.000298063,0.229,6,26986,0.000241882,0.904,7,26986,0.000436282,0.317,8,26986,0.000410127,0.516,9,26986,0.000295942,0.085,10,26986,0.000723728,1.816,11,7,0.000241882
59,C1_2_2,26943,0.007210661,2.486,0,26943,0.006886812,1.446,1,26943,0.000727023,0.143,2,26943,0.000420879,0.083,3,26943,0.002905897,3.383,4,26943,0.000456683,0.13,5,26943,0.00045601,0.147,6,26943,0.000405447,0.115,7,26943,0.000476867,0.314,8,26943,0.000479788,0.163,9,26943,0.000368896,0.09,10,26943,0.000285075,0.178,11,11,0.000285075
60,C1_2_3,26758,0.006871406,16.587,0,26758,0.006731801,23.069,1,26758,0.000527314,20.171,2,26758,0.001007243,21.645,3,26758,0.007141225,9.545,4,26758,0.00081675,25,5,26758,0.000561584,1.217,6,26758,0.000739871,3.191,7,26758,0.00083547,2.202,8,26758,0.000554074,1.919,9,26758,0.000451022,0.812,10,26758,0.000276373,1.556,11,11,0.000276373
61,C1_2_4,26256,0.015557565,23.054,0,26256,0.011377733,13.968,1,26256,0.002542392,43.246,2,26256,0.003101289,7.467,3,26256,0.022503226,17.713,4,26256,0.003100729,4.718,5,26256,0.003447838,6.403,6,26256,0.00230515,17.262,7,26256,0.001244048,3.261,8,26256,0.00106567,1.699,9,26256,0.001422247,1.059,10,26256,0.000793419,0.834,11,11,0.000793419
62,C1_2_5,26949,0.005083755,1.765,0,26949,0.021032881,4.684,1,26949,0.001172125,4.203,2,26949,0.000787096,6.824,3,28351,5.203317166,0.352,4,26949,0.000539634,2.462,5,26949,0.000466077,1.128,6,26949,0.000343018,1.29,7,26949,0.00025241,0.307,8,26949,0.000335768,0.123,9,26949,0.000360796,0.638,10,26949,0.000242902,0.348,11,11,0.000242902
63,C1_2_6,26949,0.004693858,2.8,0,26949,0.020477713,4.51,1,26949,0.001916834,3.258,2,26949,0.000276922,2.28,3,999999999,10,999999999,4,26949,0.000447343,0.134,5,26949,0.000548338,0.964,6,26949,0.000417907,1.276,7,26949,0.000992999,8.391,8,26949,0.000393897,0.264,9,26949,0.000336451,0.515,10,26949,0.000528539,6.31,11,3,0.000276922
64,C1_2_7,26949,0.004199037,2.867,0,26949,0.016729145,3.061,1,26949,0.001015926,0.51,2,26949,0.000449447,2.237,3,28903,7.251268247,0.952,4,26949,0.000802419,1.371,5,26949,0.000416209,0.325,6,26949,0.000281146,0.439,7,26949,0.000643565,0.275,8,26949,0.000416425,0.357,9,26949,0.000353671,0.189,10,26949,0.000381866,0.302,11,7,0.000281146
65,C1_2_8,26840,0.005732808,2.485,0,26840,0.022430856,5.742,1,26840,0.00026334,3.139,2,26840,0.000439615,2.229,3,28115,4.751416644,0.523,4,26840,0.000446276,3.241,5,26840,0.000376993,0.631,6,26840,0.000350627,1.25,7,26840,0.000596011,8.029,8,26840,0.000374151,1.947,9,26840,0.000270987,0.387,10,26840,0.000761593,0.603,11,2,0.00026334
66,C1_2_9,26396,0.00931301,5.175,0,26396,0.009613934,3.537,1,26396,0.001453422,2.741,2,26396,0.001327417,11.168,3,27496,4.167928764,0.312,4,26396,0.001008291,4.532,5,26396,0.0006697,1.518,6,26396,0.001067217,1.549,7,26396,0.001018156,2.316,8,26396,0.000961251,3.135,9,26396,0.001074347,1.389,10,26396,0.000921943,0.638,11,6,0.0006697
67,C2_2_10,17912,0.011836186,8.835,0,17912,0.011316177,23.375,1,17912,0.003100443,11.091,2,17912,0.017048741,52.341,3,17912,0.012850135,11.768,4,17912,0.005414115,16.673,5,17912,0.014303266,114.933,6,17912,0.001339214,5.313,7,17912,0.000870932,0.88,8,17912,0.003016989,14.638,9,17912,0.001601989,1.348,10,17912,0.002148179,1.573,11,8,0.000870932
68,C2_2_1,19221,0.003525131,2.221,0,19221,0.000899838,0.684,1,19221,0.000810151,0.178,2,19221,0.000153966,0.048,3,19221,0.000473178,2.567,4,19221,0.000248624,0.293,5,19221,0.000292254,0.183,6,19221,0.000265259,0.249,7,19221,0.000307855,0.617,8,19221,0.000293908,0.154,9,19221,0.000309405,0.136,10,19221,0.000289447,0.221,11,3,0.000153966
69,C2_2_2,18514,0.014960257,5.195,0,18514,0.004259875,3.821,1,18514,0.00095004,0.677,2,18514,0.001639164,2.313,3,18514,0.010540839,7.819,4,18514,0.001355765,9.673,5,18514,0.001415484,1.838,6,18514,0.000825352,0.287,7,18514,0.003337233,9.547,8,18514,0.000511737,2.39,9,18514,0.00052026,0.168,10,18514,0.001808371,1.195,11,9,0.000511737
70,C2_2_3,17634,0.158038533,298.365,0,17634,0.041430443,90.559,1,17634,0.009370224,57.022,2,17634,0.002690719,3.496,3,17634,0.028222804,23.183,4,17634,0.009071833,56.644,5,17634,0.001021219,0.628,6,17634,0.007564474,74.507,7,17634,0.008685418,22.354,8,17634,0.012709023,31.118,9,17634,0.010629974,119.131,10,17634,0.012526445,59.208,11,6,0.001021219
71,C2_2_4,17067,0.714239423,161.513,0,16950,0.460921291,1811.707,1,16950,0.026601141,225.925,2,16950,0.039792219,300.656,3,16950,0.062266516,59.841,4,16950,0.27661704,1127.133,5,16950,0.039180282,80.354,6,16950,0.006738217,64.146,7,16950,0.011377194,32.486,8,16950,0.030642681,133.961,9,16950,0.025095451,153.249,10,16950,0.102855185,378.965,11,7,0.006738217
