12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
7419.4 39.537 43.570
7418.6 39.921 43.993
7416.7 39.932 44.005
7415.3 40.103 44.194
7415.2 40.539 44.674
7413.4 40.551 44.687
7412.7 41.102 45.294
7411.2 41.643 45.891
7409.8 42.185 46.488
7408.5 43.413 47.841
7405.3 43.658 48.111
7404.0 44.979 49.567
7403.2 45.591 50.241
7403.1 46.457 51.196
7402.9 48.534 53.484
7400.8 48.570 53.524
7397.7 49.641 54.704
7396.3 49.642 54.705
7395.4 50.065 55.172
7394.9 59.074 65.100
7394.6 66.550 73.338
7394.4 66.552 73.340
7393.2 66.734 73.541
7393.1 67.230 74.087
7388.5 67.859 74.781
7388.3 67.863 74.785
7388.1 67.872 74.795
7387.8 108.323 119.372
7387.5 109.199 120.337
7386.2 109.212 120.352
7385.6 118.130 130.179
7380.9 118.355 130.427
7380.1 118.356 130.428
7378.4 118.691 130.797
7376.4 118.692 130.799
7375.7 118.793 130.910
7375.4 118.857 130.980
7374.2 139.472 153.698
7366.7 139.557 153.792
7362.7 139.756 154.011
7362.3 140.926 155.300
7360.9 140.938 155.314
7356.7 143.766 158.430
7352.3 145.496 160.337
7351.0 150.682 166.052
7342.4 153.619 169.288
7342.0 153.764 169.448
7341.7 153.771 169.456
7341.0 154.908 170.709
7340.5 160.160 176.496
7337.6 167.584 184.678
7337.2 167.799 184.914
7330.5 189.831 209.194
7330.2 190.967 210.446
7329.5 217.319 239.486
7327.2 219.227 241.588
7325.1 219.974 242.411
7323.5 221.033 243.578
7318.0 221.039 243.585
7316.7 224.018 246.868
7316.2 230.509 254.021
7315.8 240.057 264.543
7314.5 277.909 306.256
7311.1 327.235 360.613
7306.3 427.287 470.870
7304.6 427.489 471.093
7303.0 597.530 658.478
7301.5 597.874 658.857
7299.8 598.141 659.151
7299.7 599.142 660.254
7297.0 599.145 660.258
7296.7 973.179 1072.443
7290.4 1934.339 2131.642
7289.3 1961.997 2162.121
7288.3 1963.005 2163.232
7288.1 1964.974 2165.401
7285.0 2074.371 2285.957
7284.4 2077.818 2289.755
7282.3 2078.081 2290.045
7282.2 2078.212 2290.190
7281.8 2293.260 2527.173
7281.5 2293.339 2527.260
7280.8 2293.346 2527.267
7280.4 2293.946 2527.928
7280.0 2483.890 2737.247
7278.2 2495.416 2749.948
7278.1 2516.656 2773.355
Primal Integral: 0.3901665054
