12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
8996.8 19.562 21.557
8989.4 19.566 21.562
8986.1 21.042 23.188
8984.0 21.575 23.776
8981.3 22.449 24.739
8980.8 23.205 25.572
8980.2 24.758 27.283
8979.9 25.233 27.807
8975.1 26.076 28.736
8973.7 26.123 28.788
8973.2 26.545 29.253
8972.4 27.346 30.135
8972.3 27.573 30.385
8967.8 28.533 31.443
8967.1 28.726 31.656
8967.0 28.822 31.762
8966.7 29.603 32.623
8964.8 29.678 32.705
8960.7 30.670 33.798
8956.8 31.226 34.411
8953.5 32.425 35.732
8950.4 32.500 35.815
8948.5 34.342 37.845
8945.7 35.233 38.827
8943.5 35.687 39.327
8942.7 36.809 40.564
8941.6 36.962 40.732
8941.0 38.231 42.131
8940.8 38.522 42.451
8939.9 42.076 46.368
8938.8 46.365 51.094
8938.6 46.441 51.178
8938.3 56.703 62.487
8938.2 56.707 62.491
8935.4 56.708 62.492
8935.3 56.844 62.642
8934.0 58.058 63.980
8932.9 63.373 69.837
8931.7 64.679 71.276
8931.1 67.351 74.221
8927.7 67.357 74.227
8927.4 69.024 76.064
8924.0 69.432 76.514
8923.8 71.877 79.208
8923.3 72.212 79.578
8921.9 72.240 79.608
8919.0 74.237 81.809
8917.9 75.548 83.254
8916.8 75.566 83.274
8914.8 76.182 83.953
8913.0 76.560 84.369
8912.6 77.339 85.228
8911.8 77.340 85.229
8904.0 81.293 89.585
8903.0 133.784 147.430
8901.1 134.005 147.674
8899.6 134.226 147.917
8899.1 134.227 147.918
8897.4 134.325 148.026
8897.3 148.505 163.653
8897.0 148.519 163.668
8896.8 148.536 163.687
8895.6 148.538 163.689
8893.9 148.540 163.691
8893.2 148.758 163.931
8892.8 163.324 179.983
8892.6 163.327 179.986
8892.0 643.059 708.651
8891.1 643.238 708.848
8890.7 644.437 710.170
8890.6 652.696 719.271
8889.8 653.715 720.394
8888.2 694.609 765.459
8887.7 760.586 838.166
8884.6 2834.832 3123.985
8883.2 2851.315 3142.149
8883.1 2851.596 3142.459
8878.8 2851.891 3142.784
Primal Integral: 0.1492669202
