12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
7790.8 36.089 39.770
7790.1 36.363 40.072
7788.4 36.779 40.530
7787.8 37.725 41.573
7782.9 37.736 41.585
7780.7 38.596 42.533
7780.6 38.820 42.780
7780.1 39.442 43.465
7778.0 39.910 43.981
7768.7 39.911 43.982
7763.0 39.954 44.029
7760.6 40.402 44.523
7758.8 40.474 44.602
7757.8 41.322 45.537
7756.8 41.624 45.870
7756.1 41.990 46.273
7744.5 48.847 53.829
7744.1 56.321 62.066
7743.6 56.483 62.244
7741.8 56.803 62.597
7741.7 56.969 62.780
7741.0 57.108 62.933
7740.9 57.130 62.957
7740.7 57.217 63.053
7740.3 57.232 63.070
7740.1 58.545 64.517
7738.5 58.782 64.778
7738.3 58.893 64.900
7736.6 59.046 65.069
7735.9 59.054 65.078
7733.3 59.104 65.133
7733.0 59.105 65.134
7726.3 59.165 65.200
7725.0 59.219 65.259
7722.5 59.766 65.862
7720.0 60.112 66.243
7719.5 60.315 66.467
7719.0 60.496 66.667
7718.3 60.589 66.769
7717.6 92.260 101.671
7716.2 92.515 101.952
7714.8 92.970 102.453
7701.9 107.812 118.809
7699.0 107.844 118.844
7698.7 107.845 118.845
7698.3 108.061 119.083
7698.2 108.536 119.607
7698.1 108.833 119.934
7697.6 108.838 119.939
7694.6 109.139 120.271
7694.5 109.578 120.755
7693.6 110.863 122.171
7693.5 112.489 123.963
7693.3 114.519 126.200
7692.8 124.815 137.546
7690.1 124.906 137.646
7689.6 125.140 137.904
7689.0 150.182 165.501
7688.5 180.541 198.956
7688.4 180.566 198.984
7688.3 180.597 199.018
7687.5 211.028 232.553
7685.9 211.123 232.658
7684.3 211.383 232.944
7683.5 211.415 232.979
7680.9 211.422 232.987
7679.2 211.423 232.988
7678.7 211.425 232.990
7678.6 211.451 233.019
7677.2 211.627 233.213
7676.7 287.010 316.285
7675.0 287.450 316.770
7673.9 287.578 316.911
7673.5 287.818 317.175
7673.2 348.738 384.309
7671.4 388.379 427.994
7667.6 388.759 428.412
7663.6 389.334 429.046
7660.9 391.208 431.111
7660.8 392.139 432.137
7660.6 393.729 433.889
7659.9 414.659 456.954
7658.0 414.660 456.955
7651.2 414.703 457.003
7650.7 414.824 457.136
7646.3 493.695 544.052
7645.8 494.351 544.775
7643.7 541.377 596.597
7643.6 541.603 596.847
7640.0 542.018 597.304
7639.8 688.871 759.136
7638.9 752.334 829.072
7638.1 989.754 1090.709
7634.6 1003.080 1105.394
7633.7 1026.174 1130.844
7632.8 1026.224 1130.899
7632.5 1027.368 1132.160
7631.7 1031.278 1136.468
7631.2 1031.830 1137.077
Primal Integral: 0.5130098163
