12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
7439.9 12.289 13.542
7439.5 12.469 13.741
7439.1 12.609 13.895
7438.7 12.774 14.077
7436.0 12.886 14.200
7435.0 12.903 14.219
7434.5 13.015 14.343
7432.4 13.027 14.356
7432.0 13.062 14.394
7427.2 13.150 14.491
7426.3 13.203 14.550
7424.7 13.204 14.551
7424.1 13.216 14.564
7419.8 13.245 14.596
7417.8 13.293 14.649
7417.4 13.364 14.727
7416.5 13.586 14.972
7414.9 13.631 15.021
7411.6 56.839 62.637
7406.5 58.952 64.965
7406.4 59.561 65.636
7403.9 60.623 66.807
7403.2 61.107 67.340
7402.8 61.119 67.353
7402.2 61.358 67.617
7398.1 61.524 67.799
7397.3 61.540 67.817
7394.4 61.542 67.819
7393.4 61.996 68.320
7393.3 63.982 70.508
7391.1 64.458 71.033
7389.9 64.547 71.131
7386.4 64.555 71.140
7374.2 66.529 73.315
7373.8 69.538 76.631
7373.2 70.321 77.494
7372.6 71.289 78.560
7370.6 73.085 80.540
7370.1 75.083 82.741
7368.3 86.848 95.706
7368.1 96.213 106.027
7365.6 96.213 106.027
7365.4 96.377 106.207
7365.3 96.725 106.591
7365.1 124.095 136.753
7364.0 124.103 136.762
7361.1 127.261 140.242
7360.3 139.341 153.554
7356.2 139.360 153.575
7352.2 139.648 153.892
7351.3 139.826 154.088
7346.9 141.319 155.734
7345.5 141.365 155.784
7345.3 141.456 155.885
7343.7 141.536 155.973
7343.0 141.747 156.205
7342.3 141.977 156.459
7341.5 142.222 156.729
7341.3 142.419 156.946
7339.9 221.239 243.805
7339.3 222.113 244.769
7339.0 222.468 245.160
7338.7 223.826 246.656
7335.2 224.378 247.265
7332.9 224.389 247.277
7332.7 224.808 247.738
7330.4 226.092 249.153
7329.8 226.322 249.407
7328.6 232.221 255.908
7326.5 239.714 264.165
7325.8 242.080 266.772
7325.0 252.384 278.127
7320.3 252.413 278.159
7319.7 252.469 278.221
7319.4 252.608 278.374
7317.9 252.643 278.413
7315.1 252.715 278.492
7308.7 252.872 278.665
7308.3 253.086 278.901
7307.1 253.298 279.134
7305.6 253.704 279.582
7304.2 253.890 279.787
7299.5 254.090 280.007
7295.4 254.712 280.693
7293.7 320.260 352.927
7292.6 484.216 533.606
7292.1 750.565 827.123
