R1_4_1,41,103058,1,
R1_4_10,36,80864,0,
R1_4_2,37,88764,0,
R1_4_3,37,78028,0,
R1_4_4,36,72690,0,
R1_4_5,38,91886,0,
R1_4_6,36,83404,1,
R1_4_7,36,76028,0,
R1_4_8,36,72558,0,
R1_4_9,37,86806,0,
R1_6_1,58,212765,0,
R1_6_10,55,176481,0,
R1_6_2,56,185815,0,
R1_6_3,55,169418,0,
R1_6_4,55,157746,0,
R1_6_5,56,193248,0,
R1_6_6,55,178054,0,
R1_6_7,54,165551,0,
R1_6_8,55,156243,0,
R1_6_9,55,185331,0,
R1_8_1,80,364290,0,
R1_8_10,72,311167,0,
R1_8_2,73,324008,0,
R1_8_3,72,294396,0,
R1_8_4,72,278665,0,
R1_8_5,74,336407,0,
R1_8_6,73,310413,0,
R1_8_7,72,289891,0,
R1_8_8,72,277232,0,
R1_8_9,73,323905,0,
R201,8,11432,1,
R202,8,10296,1,
R203,6,8708,1,
R204,5,7313,1,
R205,5,9498,1,
R206,5,8759,1,
R207,4,7940,1,
R208,4,7010,1,
R209,5,8548,1,
R210,6,9005,1,
R211,4,7467,1,
R2_10_1,41,371476,0,
R2_10_10,29,301100,0,
R2_10_2,33,314166,0,
R2_10_3,26,245688,0,
R2_10_4,21,180582,0,
R2_10_5,36,343614,0,
R2_10_6,30,294378,0,
R2_10_7,24,233090,0,
R2_10_8,20,176068,0,
R2_10_9,32,322899,0,
R2_2_1,13,34680,1,
R2_2_10,8,25494,1,
R2_2_2,11,30082,1,
R2_2_3,9,25375,1,
R2_2_4,5,19285,1,
R2_2_5,8,30611,1,
R2_2_6,8,26754,1,
R2_2_7,7,23047,1,
R2_2_8,4,18424,1,
R2_2_9,9,28433,1,
R2_4_1,20,75207,1,
R2_4_10,12,56635,0,
R2_4_2,18,64828,1,
R2_4_3,14,53729,1,
R2_4_4,9,42112,0,
R2_4_5,14,65679,0,
R2_4_6,14,58183,0,
R2_4_7,11,48935,0,
R2_4_8,9,40010,0,
R2_4_9,14,60702,0,
R2_6_1,27,151530,0,
R2_6_10,18,119095,0,
R2_6_2,24,129919,0,
R2_6_3,19,104672,0,
R2_6_4,14,79417,0,
R2_6_5,23,138206,0,
R2_6_6,21,118913,0,
R2_6_7,17,98412,0,
R2_6_8,12,75123,0,
R2_6_9,20,127759,0,
R2_8_1,34,250335,0,
R2_8_10,24,201378,0,
R2_8_2,28,214526,0,
R2_8_3,22,172392,0,
R2_8_4,17,131984,0,
R2_8_5,30,228757,0,
R2_8_6,24,198050,0,
R2_8_7,22,164701,0,
R2_8_8,16,127275,0,
R2_8_9,26,213809,0,
RC101,15,16198,1,
RC102,14,14574,1,
RC103,11,12580,1,
RC104,10,11323,1,
RC105,15,15137,1,
RC106,12,13727,1,
RC107,12,12078,1,
RC108,11,11142,1,
RC1_10_1,91,460455,0,
RC1_10_10,91,437509,0,
RC1_10_2,91,438706,0,
RC1_10_3,91,424021,0,
RC1_10_4,90,414993,0,
RC1_10_5,91,452410,0,
RC1_10_6,91,451740,0,
RC1_10_7,91,446925,0,
RC1_10_8,91,441596,0,
RC1_10_9,91,441183,0,
RC1_2_1,20,35169,1,
RC1_2_10,19,29905,0,
RC1_2_2,19,32216,1,
RC1_2_3,18,30014,1,
RC1_2_4,18,28452,1,
RC1_2_5,19,33256,1,
RC1_2_6,19,33007,1,
RC1_2_7,19,31778,1,
RC1_2_8,19,30600,1,
RC1_2_9,19,30733,0,
RC1_4_1,37,85240,0,
RC1_4_10,36,75863,0,
RC1_4_2,37,78894,0,
RC1_4_3,37,75169,0,
RC1_4_4,36,72953,0,
RC1_4_5,37,81724,0,
RC1_4_6,37,81487,0,
RC1_4_7,37,79423,0,
RC1_4_8,37,77657,0,
RC1_4_9,37,77236,0,
RC1_6_1,56,169859,0,
RC1_6_10,55,156739,0,
RC1_6_2,56,159899,0,
RC1_6_3,55,152362,0,
RC1_6_4,55,147782,0,
RC1_6_5,56,165998,0,
RC1_6_6,56,165439,0,
RC1_6_7,56,160926,0,
RC1_6_8,55,159598,0,
RC1_6_9,55,158560,0,
RC1_8_1,74,300624,0,
RC1_8_10,73,282287,0,
RC1_8_2,74,283754,0,
RC1_8_3,73,275055,0,
RC1_8_4,73,265955,0,
RC1_8_5,74,293064,0,
RC1_8_6,73,292723,0,
RC1_8_7,73,288689,0,
RC1_8_8,73,285178,0,
RC1_8_9,73,284115,0,
RC201,9,12618,1,
RC202,8,10923,1,
RC203,5,9237,1,
RC204,4,7835,1,
RC205,7,11540,1,
RC206,7,10511,1,
RC207,6,9629,1,
RC208,4,7761,1,
RC2_10_1,32,282698,0,
RC2_10_10,22,219144,0,
RC2_10_2,28,243875,0,
RC2_10_3,23,197680,0,
RC2_10_4,19,158049,0,
RC2_10_5,29,259902,0,
RC2_10_6,28,259116,0,
RC2_10_7,26,245440,0,
RC2_10_8,24,234730,0,
RC2_10_9,23,229455,0,
RC2_2_1,10,27974,1,
RC2_2_10,5,19892,0,
RC2_2_2,9,24816,1,
RC2_2_3,9,22277,1,
RC2_2_4,7,18548,1,
RC2_2_5,7,24914,1,
RC2_2_6,8,24951,1,
RC2_2_7,7,22877,1,
RC2_2_8,6,21512,1,
RC2_2_9,6,20866,1,
RC2_4_1,16,61473,1,
RC2_4_10,9,42581,0,
RC2_4_2,15,54075,1,
RC2_4_3,12,45730,0,
RC2_4_4,9,35979,0,
RC2_4_5,14,53969,0,
RC2_4_6,13,53320,0,
RC2_4_7,12,49878,0,
RC2_4_8,10,47067,0,
RC2_4_9,9,45104,0,
RC2_6_1,23,119810,0,
RC2_6_10,14,90148,0,
RC2_6_2,20,103369,0,
RC2_6_3,16,89074,0,
RC2_6_4,13,70081,0,
RC2_6_5,20,110842,0,
RC2_6_6,19,108690,0,
RC2_6_7,17,103434,0,
RC2_6_8,16,98200,0,
RC2_6_9,15,94832,0,
RC2_8_1,27,192694,0,
RC2_8_10,17,145158,0,
RC2_8_2,24,167726,0,
RC2_8_3,21,140793,0,
RC2_8_4,16,110502,0,
RC2_8_5,24,175417,0,
RC2_8_6,24,172501,0,
RC2_8_7,22,165211,0,
RC2_8_8,20,156153,0,
RC2_8_9,19,152524,0,
