12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
7960.4 1.695 1.868
7956.8 1.711 1.886
7956.3 1.808 1.992
7948.8 1.817 2.002
7948.6 1.845 2.033
7948.2 1.850 2.039
7947.9 1.878 2.070
7947.8 2.029 2.236
7947.2 2.054 2.264
7944.3 2.367 2.608
7939.0 2.400 2.645
7937.5 2.401 2.646
7937.0 2.425 2.672
7935.5 2.627 2.895
7934.4 35.696 39.337
7932.9 38.907 42.876
7932.5 43.101 47.497
7931.2 43.102 47.498
7926.6 44.034 48.525
7925.9 46.568 51.318
7925.3 48.315 53.243
7923.9 48.328 53.257
7923.0 52.962 58.364
7921.9 53.585 59.051
7919.4 53.607 59.075
7918.0 54.256 59.790
7917.6 54.290 59.828
7916.5 59.543 65.616
7915.0 65.498 72.179
7913.0 66.591 73.383
7912.9 66.752 73.561
7912.3 66.786 73.598
7912.0 68.077 75.021
7910.1 68.086 75.031
7908.7 70.548 77.744
7907.9 70.997 78.239
7907.0 71.596 78.899
7901.6 73.332 80.812
7900.3 74.481 82.078
7900.0 76.719 84.544
7897.0 80.575 88.794
7896.6 82.206 90.591
7895.3 82.209 90.594
7895.0 90.045 99.230
7894.9 91.288 100.599
7894.8 91.309 100.623
7894.0 91.346 100.663
7886.2 91.456 100.785
7886.1 91.507 100.841
7886.0 91.588 100.930
7884.2 92.096 101.490
7883.4 161.962 178.482
7882.6 163.832 180.543
7873.0 165.731 182.636
7872.3 170.293 187.663
7870.4 171.891 189.424
7870.2 177.180 195.252
7864.6 177.210 195.285
7863.9 177.212 195.288
7861.8 177.223 195.300
7861.6 177.250 195.330
7861.5 178.569 196.783
7861.2 179.391 197.689
7860.8 179.394 197.692
7860.7 179.500 197.809
7860.6 179.666 197.992
7858.4 179.704 198.034
7858.2 179.728 198.060
7856.0 179.743 198.077
7855.4 180.457 198.864
7852.8 180.480 198.889
7852.7 180.488 198.898
7852.1 180.505 198.917
7851.9 180.823 199.267
7841.8 203.284 224.019
7841.7 212.403 234.068
7833.8 212.446 234.115
7833.7 212.505 234.181
7833.5 275.138 303.202
7832.3 299.284 329.811
7832.2 305.609 336.781
7831.4 973.866 1073.200
7831.3 981.798 1081.941
7830.8 981.799 1081.942
7829.8 985.078 1085.556
7829.6 1000.892 1102.983
Primal Integral: 0.4067400148
