12th DIMACS Implementation Challenge: Vehicle Routing
VRPTW track
Controller version: December 13, 2021
Competitor: HustSmart
6904.8 5.153 5.679
6904.6 5.164 5.691
6904.5 5.180 5.708
6904.3 5.477 6.036
6903.0 6.243 6.880
6901.4 6.268 6.907
6901.3 6.315 6.959
6898.6 6.322 6.967
6896.5 6.327 6.972
6894.5 6.349 6.997
6890.3 6.355 7.003
6889.6 6.375 7.025
6887.3 6.379 7.030
6886.1 6.392 7.044
6884.3 6.399 7.052
6876.8 6.401 7.054
6876.1 6.516 7.181
6875.3 6.623 7.299
6870.6 6.639 7.316
6870.0 6.650 7.328
6866.5 6.683 7.365
6861.6 6.691 7.373
6860.7 6.704 7.388
6860.0 6.725 7.411
6855.1 6.740 7.427
6854.9 6.748 7.436
6854.7 6.858 7.558
6854.6 7.113 7.839
6853.7 7.139 7.867
6853.1 7.154 7.884
6844.2 18.589 20.485
6843.5 18.828 20.748
6841.3 19.724 21.736
6839.3 19.845 21.869
6838.6 20.198 22.258
6836.7 20.200 22.260
6835.8 20.593 22.693
6835.1 20.797 22.918
6829.7 21.066 23.215
6829.6 21.227 23.392
6829.5 21.598 23.801
6829.3 21.600 23.803
6829.2 21.601 23.804
6828.8 21.880 24.112
6828.7 22.022 24.268
6828.4 22.151 24.410
6826.7 23.282 25.657
6826.2 23.321 25.700
6825.6 23.323 25.702
6825.1 23.534 25.934
6824.5 24.201 26.670
6822.4 25.210 27.781
6822.0 25.212 27.784
6821.8 25.593 28.203
6819.5 26.639 29.356
6819.1 26.713 29.438
6818.9 26.741 29.469
6812.0 27.428 30.226
6811.9 31.015 34.179
6811.2 48.191 53.106
6811.0 182.761 201.403
6810.4 198.677 218.942
6809.9 198.877 219.162
6808.0 198.893 219.180
6807.8 199.435 219.777
6806.0 199.438 219.781
6801.6 200.695 221.166
6801.3 203.573 224.337
6800.4 203.981 224.787
6794.9 204.663 225.539
6794.5 207.110 228.235
6794.3 211.813 233.418
6788.0 213.622 235.411
6787.1 213.988 235.815
6782.5 216.456 238.535
6778.2 216.458 238.537
6778.1 378.721 417.351
6777.9 946.837 1043.414
6777.7 946.842 1043.420
Primal Integral: 0.0412722016
